"cmd","args","speaker","emotion","text","direction"
"AMBIENTTRACK","SQ_S15_LoreText_Ch01_AMB_Syndicate_Building","","","",""
"MUSICTRACK","SQ_S15_LoreText_Ch01_Music_02","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch01_SFX_CatalystEnterBuilding","","","",""
"c","","narrator","","#S15_MISSION_01_24",""
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch01_VO_06","","","",""
"t","","seer","happy","#S15_MISSION_01_25","r"
"b","","catalyst","angry","#S15_MISSION_01_26","l"
"PLAYSOUND","SQ_S15_LoreText_Ch01_VO_07 BOTTOM","","","",""
"","","","","",""
"t","","seer","fearful","#S15_MISSION_01_27","r"
"b","","catalyst","angry","#S15_MISSION_01_28","l"
"PLAYSOUND","SQ_S15_LoreText_Ch01_Stinger_05 BOTTOM","","","",""
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch01_VO_08","","","",""
"t","","seer","fearful","#S15_MISSION_01_29","r"
"","","","","",""
"t","","seer","neutral","#S15_MISSION_01_30","r"
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch01_VO_01","","","",""
"t","","catalyst","angry","#S15_MISSION_01_31","r"
"b","","seer","fearful","#S15_MISSION_01_32","l"
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch01_VO_13","","","",""
"t","","catalyst","angry","#S15_MISSION_01_33","r"
"","","","","",""
"t","","catalyst","neutral","#S15_MISSION_01_34","r"
"b","","seer","fearful","#S15_MISSION_01_35","l"
"","","","","",""
"t","","catalyst","neutral","#S15_MISSION_01_36","r"
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch01_VO_09","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch01_Stinger_06","","","",""
"t","","catalyst","angry","#S15_MISSION_01_37","r"
"","","","","",""
"t","","catalyst","neutral","#S15_MISSION_01_38","r"
"b","","seer","sad","#S15_MISSION_01_39","l"
"PLAYSOUND","SQ_S15_LoreText_Ch01_VO_10 BOTTOM","","","",""
"","","","","",""
"t","","catalyst","neutral","#S15_MISSION_01_40","r"
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch01_SFX_CatalystWalkAway","","","",""
"c","","narrator","","#S15_MISSION_01_41",""
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch01_VO_02","","","",""
"t","","seer","sad","#S15_MISSION_01_42","r"
"b","","octane","neutral","#S15_MISSION_01_43","l"
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch01_Stinger_02","","","",""
"MUSICTRACK","SQ_S15_LoreText_Ch01_Music_03","","","",""
"t","","octane","neutral","#S15_MISSION_01_44","r"
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch01_SFX_PhoneGrab","","","",""
"c","","narrator","","#S15_MISSION_01_45",""
"","","","","",""
"t","","seer","angry","#S15_MISSION_01_46","r"
"b","","octane","happy_alt","#S15_MISSION_01_47","l"
"PLAYSOUND","SQ_S15_LoreText_Ch01_VO_11 BOTTOM","","","",""
"","","","","",""
"t","","seer","neutral","#S15_MISSION_01_48","r"
"b","","octane","neutral","#S15_MISSION_01_49","l"
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch01_SFX_BuildingExit","","","",""
"AMBIENTTRACK","SQ_S15_LoreText_Ch01_AMB_Boreas_Streets","","","",""
"c","","narrator","","#S15_MISSION_01_50",""
"","","","","",""
"c","","narrator","","#S15_MISSION_01_51",""
"","","","","",""
"c","","narrator","","#S15_MISSION_01_52",""
"","","","","",""
"c","","narrator","","#S15_MISSION_01_53",""
"","","","","",""
"AMBIENTTRACK","SQ_S15_LoreText_Ch01_AMB_Apartment","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch01_SFX_SpookyStinger","","","",""
"c","","narrator","","#S15_MISSION_01_54",""
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch01_VO_12","","","",""
"t","","seer","fearful","#S15_MISSION_01_55","r"
"b","","octane","surprised","#S15_MISSION_01_56","l"
"","","","","",""
"c","","narrator","","#S15_MISSION_01_57",""
"","","","","",""
"c","","narrator","","#S15_MISSION_01_58",""
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch01_Stinger_03","","","",""
"c","","narrator","","#S15_MISSION_01_59",""
"","","","","",""
"c","","narrator","","#S15_MISSION_01_NEXT",""
"string","string","string","string","string","string"
