"cmd","args","speaker","emotion","text","direction"
"PLAYSOUND","SQ_S15_LoreText_Ch03_VO_03","","","",""
"t","","seer","fearful","#S15_MISSION_03_22","r"
"","","","","",""
"t","","oluwademilade","neutral","#S15_MISSION_03_23","r"
"b","","egobunma","sad","#S15_MISSION_03_24","l"
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch03_VO_04","","","",""
"t","","seer","sad","#S15_MISSION_03_25","r"
"b","","oluwademilade","neutral","#S15_MISSION_03_26","l"
"","","","","",""
"t","","seer","surprised","#S15_MISSION_03_27","r"
"b","","egobunma","sad","#S15_MISSION_03_28","l"
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch03_Stinger_07","","","",""
"t","","oluwademilade","sad","#S15_MISSION_03_29","r"
"b","","egobunma","sad","#S15_MISSION_03_30","l"
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch03_VO_05","","","",""
"t","","seer","angry","#S15_MISSION_03_31","r"
"b","","oluwademilade","neutral","#S15_MISSION_03_32","l"
"","","","","",""
"t","","oluwademilade","sad","#S15_MISSION_03_33","r"
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch03_VO_06","","","",""
"t","","seer","angry","#S15_MISSION_03_34","r"
"b","","oluwademilade","sad","#S15_MISSION_03_35","l"
"PLAYSOUND","SQ_S15_LoreText_Ch03_Stinger_08 BOTTOM","","","",""
"","","","","",""
"t","","egobunma","sad","#S15_MISSION_03_36","r"
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch03_Stinger_02","","","",""
"MUSICTRACK","SQ_S15_LoreText_Ch03_Music_02","","","",""
"c","","narrator","","#S15_MISSION_03_37",""
"","","","","",""
"c","","narrator","","#S15_MISSION_03_38",""
"","","","","",""
"t","","seer","angry","#S15_MISSION_03_39","r"
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch03_VO_07","","","",""
"t","","seer","angry","#S15_MISSION_03_40","r"
"","","","","",""
"t","","egobunma","sad","#S15_MISSION_03_41","r"
"b","","oluwademilade","neutral","#S15_MISSION_03_42","l"
"","","","","",""
"t","","egobunma","sad","#S15_MISSION_03_43","r"
"b","","seer","angry","#S15_MISSION_03_44","l"
"PLAYSOUND","SQ_S15_LoreText_Ch03_VO_09 BOTTOM","","","",""
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch03_Stinger_03","","","",""
"c","","narrator","","#S15_MISSION_03_45",""
"","","","","",""
"c","","narrator","","#S15_MISSION_03_46",""
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch03_Stinger_04","","","",""
"t","","oluwademilade","sad","#S15_MISSION_03_47","r"
"b","","seer","surprised","#S15_MISSION_03_48","l"
"","","","","",""
"t","","seer","sad","#S15_MISSION_03_49","r"
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch03_VO_08","","","",""
"t","","seer","sad","#S15_MISSION_03_50","r"
"","","","","",""
"AMBIENTTRACK","SQ_S15_LoreText_Ch01_AMB_Boreas_Streets","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch03_SFX_SeerDeparture","","","",""
"c","","narrator","","#S15_MISSION_03_51",""
"","","","","",""
"c","","narrator","","#S15_MISSION_03_52",""
"","","","","",""
"c","","narrator","","#S15_MISSION_03_NEXT",""
"string","string","string","string","string","string"
