"featureFlag","event","notes","menuText","shortText","chatText","attachmentPoints","aliasSubname","hasCalm","hasCalmFar","hasUrgent","hasUrgentFar","subEvent","flavorEvent","defaultIcon","pingAsset","hasForcedTempVoice"
"xx","PING_WEAPON_BOW","","","","#PING_LOOT","","ping_foundBocek",true,false,true,false,"","FLAVOR_WEAPON_BOCEK","","",false
"!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","","","!!DATA EXCLUDED!!","","!!DATA EXCLUDED!!",true,false,true,false,"","!!DATA EXCLUDED!!","","",false
"xx","PING_WEAPON_DRAGON","","","","#PING_LOOT","","ping_foundRampage",true,false,true,false,"","FLAVOR_WEAPON_DRAGON","","",false
"xx","PING_WEAPON_CAR","","","","#PING_LOOT","","ping_foundCarsmg",true,false,true,false,"","","","",false
"xx","PING_WEAPON_NEMESIS","","","","#PING_LOOT","","ping_foundNemesis",true,false,true,false,"","FLAVOR_WEAPON_NEMESIS","","",false
"xx","PING_WEAPON_THROWINGKNIFE","","","","#PING_LOOT","","ping_foundThrowingKnife",true,false,true,false,"","FLAVOR_WEAPON_THROWINGKNIFE","","",false
"xx","PING_OFFHAND_GRENADE_FIRESTAR","! [jnel] hooked up foundThermite. Event string is still firestar.","","","#PING_LOOT","","ping_foundThermite",true,false,true,false,"","FLAVOR_OFFHAND_GRENADE_FIRESTAR","","",false
"xx","PING_OFFHAND_GRENADE_FRAG","","","","#PING_LOOT","","ping_foundFrag",true,false,true,false,"","FLAVOR_OFFHAND_GRENADE_FRAG","","",false
"xx","PING_OFFHAND_GRENADE_ARC","! [jnel] hooked up foundArcStar. Event string is still grenade_arc.","","","#PING_LOOT","","ping_foundArcStar",true,false,true,false,"","FLAVOR_OFFHAND_GRENADE_ARC","","",false
"xx","PING_AMMO_BULLET","! [jnel] hooked up foundAmmoLight","","","#PING_LOOT_QTY","","ping_foundAmmoLight",true,false,true,false,"","","","",false
"xx","PING_AMMO_SPECIAL","","","","#PING_LOOT_QTY","","ping_foundAmmoEnergy",true,false,true,false,"","FLAVOR_AMMO_SPECIAL","","",false
"xx","PING_AMMO_SHOTGUN","","","","#PING_LOOT_QTY","","ping_foundAmmoShotgun",true,false,true,false,"","FLAVOR_AMMO_SHOTGUN","","",false
"xx","PING_AMMO_HIGHCAL","! [jnel] hooked up foundAmmoHeavy.","","","#PING_LOOT_QTY","","ping_foundAmmoHeavy",true,false,true,false,"","","","",false
"!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","","","!!DATA EXCLUDED!!","","!!DATA EXCLUDED!!",true,false,true,false,"","","","",false
"xx","PING_AMMO_SNIPER","","","","#PING_LOOT_QTY","","ping_foundAmmoSniper",true,false,true,false,"","","","",false
"xx","PING_AMMO_ARROWS","","","","#PING_LOOT_QTY","","ping_foundAmmoArrows",true,false,true,false,"","","","",false
"xx","PING_EQUIPMENT_ARMOR_1","","","","#PING_TIERED_LOOT","","ping_foundBodyShield",true,false,true,false,"SUB_TYPE_LEVEL1","FLAVOR_EQUIPMENT_ARMOR_1","","",false
"xx","PING_EQUIPMENT_ARMOR_2","","","","#PING_TIERED_LOOT","","ping_foundBodyShield",true,false,true,false,"SUB_TYPE_LEVEL2","FLAVOR_EQUIPMENT_ARMOR_2","","",false
"xx","PING_EQUIPMENT_ARMOR_3","","","","#PING_TIERED_LOOT","","ping_foundBodyShield",true,false,true,false,"SUB_TYPE_LEVEL3","FLAVOR_EQUIPMENT_ARMOR_3","","",false
"xx","PING_EQUIPMENT_ARMOR_4","","","","#PING_TIERED_LOOT","","ping_foundBodyShield",true,false,true,false,"SUB_TYPE_LEVEL4","FLAVOR_EQUIPMENT_ARMOR_4","","",false
"xx","PING_EQUIPMENT_ARMOR_1_EVO","","","","#PING_TIERED_LOOT","","ping_foundShieldEVO",true,false,true,false,"SUB_TYPE_LEVEL1","FLAVOR_EQUIPMENT_ARMOR_1_EVO","","",false
"xx","PING_EQUIPMENT_ARMOR_2_EVO","","","","#PING_TIERED_LOOT","","ping_foundShieldEVO",true,false,true,false,"SUB_TYPE_LEVEL2","FLAVOR_EQUIPMENT_ARMOR_2_EVO","","",false
"xx","PING_EQUIPMENT_ARMOR_3_EVO","","","","#PING_TIERED_LOOT","","ping_foundShieldEVO",true,false,true,false,"SUB_TYPE_LEVEL3","FLAVOR_EQUIPMENT_ARMOR_3_EVO","","",false
"xx","PING_EQUIPMENT_ARMOR_5_EVO","","","","#PING_TIERED_LOOT","","ping_foundShieldEVO",true,false,true,false,"SUB_TYPE_LEVEL5","FLAVOR_EQUIPMENT_ARMOR_4_EVO","","",false
"xx","PING_EQUIPMENT_HELMET_1","","","","#PING_TIERED_LOOT","","ping_foundHelmet",true,false,true,false,"SUB_TYPE_LEVEL1","FLAVOR_EQUIPMENT_HELMET_1","","",false
"xx","PING_EQUIPMENT_HELMET_2","","","","#PING_TIERED_LOOT","","ping_foundHelmet",true,false,true,false,"SUB_TYPE_LEVEL2","FLAVOR_EQUIPMENT_HELMET_2","","",false
"xx","PING_EQUIPMENT_HELMET_3","","","","#PING_TIERED_LOOT","","ping_foundHelmet",true,false,true,false,"SUB_TYPE_LEVEL3","FLAVOR_EQUIPMENT_HELMET_3","","",false
"xx","PING_EQUIPMENT_HELMET_4","","","","#PING_TIERED_LOOT","","ping_foundHelmet",true,false,true,false,"SUB_TYPE_LEVEL4","FLAVOR_EQUIPMENT_HELMET_4","","",false
"!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","","","!!DATA EXCLUDED!!","","!!DATA EXCLUDED!!",true,false,true,false,"!!DATA EXCLUDED!!","","","",false
"!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","","","!!DATA EXCLUDED!!","","!!DATA EXCLUDED!!",true,false,true,false,"!!DATA EXCLUDED!!","","","",false
"!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","","","!!DATA EXCLUDED!!","","!!DATA EXCLUDED!!",true,false,true,false,"!!DATA EXCLUDED!!","","","",false
"!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","","","!!DATA EXCLUDED!!","","!!DATA EXCLUDED!!",true,false,true,false,"!!DATA EXCLUDED!!","","","",false
"!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","","","!!DATA EXCLUDED!!","","!!DATA EXCLUDED!!",true,false,true,false,"!!DATA EXCLUDED!!","","","",false
"!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","","","!!DATA EXCLUDED!!","","!!DATA EXCLUDED!!",true,false,true,false,"!!DATA EXCLUDED!!","","","",false
"!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","","","!!DATA EXCLUDED!!","","!!DATA EXCLUDED!!",true,false,true,false,"!!DATA EXCLUDED!!","","","",false
"xx","PING_EQUIPMENT_BACKPACK_1","","","","#PING_TIERED_LOOT","","ping_foundBackpack",true,false,true,false,"SUB_TYPE_LEVEL1","FLAVOR_EQUIPMENT_BACKPACK_1","","",false
"xx","PING_EQUIPMENT_BACKPACK_2","","","","#PING_TIERED_LOOT","","ping_foundBackpack",true,false,true,false,"SUB_TYPE_LEVEL2","FLAVOR_EQUIPMENT_BACKPACK_2","","",false
"xx","PING_EQUIPMENT_BACKPACK_3","","","","#PING_TIERED_LOOT","","ping_foundBackpack",true,false,true,false,"SUB_TYPE_LEVEL3","FLAVOR_EQUIPMENT_BACKPACK_3","","",false
"xx","PING_EQUIPMENT_BACKPACK_4","","","","#PING_TIERED_LOOT","","ping_foundBackpack",true,false,true,false,"SUB_TYPE_LEVEL4","FLAVOR_EQUIPMENT_BACKPACK_4","","",false
"xx","PING_EQUIPMENT_INCAPSHIELD_1","","","","#PING_TIERED_LOOT","","ping_foundShieldKO",true,false,true,false,"SUB_TYPE_LEVEL1","FLAVOR_EQUIPMENT_INCAPSHIELD_1","","",false
"xx","PING_EQUIPMENT_INCAPSHIELD_2","","","","#PING_TIERED_LOOT","","ping_foundShieldKO",true,false,true,false,"SUB_TYPE_LEVEL2","FLAVOR_EQUIPMENT_INCAPSHIELD_2","","",false
"xx","PING_EQUIPMENT_INCAPSHIELD_3","","","","#PING_TIERED_LOOT","","ping_foundShieldKO",true,false,true,false,"SUB_TYPE_LEVEL3","FLAVOR_EQUIPMENT_INCAPSHIELD_3","","",false
"xx","PING_EQUIPMENT_INCAPSHIELD_4","","","","#PING_TIERED_LOOT","","ping_foundShieldKO",true,false,true,false,"SUB_TYPE_LEVEL4","FLAVOR_EQUIPMENT_INCAPSHIELD_4","","",false
"xx","PING_ATTACHMENT_OPTIC_CQ_HCOG_1","","","","#PING_LOOT","sight","ping_foundOptic",true,false,true,false,"SUB_TYPE_RANGECLOSE","FLAVOR_ATTACHMENT_OPTIC_CQ_HCOG_1","","",false
"xx","PING_ATTACHMENT_OPTIC_CQ_HCOG_2","","","","#PING_LOOT","sight","ping_foundOptic",true,false,true,false,"SUB_TYPE_RANGECLOSE","FLAVOR_ATTACHMENT_OPTIC_CQ_HCOG_2","","",false
"xx","PING_ATTACHMENT_OPTIC_CQ_HOLOSIGHT_1","","","","#PING_LOOT","sight","ping_foundOptic",true,false,true,false,"SUB_TYPE_RANGECLOSE","FLAVOR_ATTACHMENT_OPTIC_CQ_HOLOSIGHT_1","","",false
"xx","PING_ATTACHMENT_OPTIC_CQ_HOLOSIGHT_2","","","","#PING_LOOT","sight","ping_foundOptic",true,false,true,false,"SUB_TYPE_RANGECLOSE","FLAVOR_ATTACHMENT_OPTIC_CQ_HOLOSIGHT_2","","",false
"xx","PING_ATTACHMENT_OPTIC_CQ_THREAT","","","","#PING_LOOT","sight","ping_foundOptic",true,false,true,false,"SUB_TYPE_RANGECLOSE","FLAVOR_ATTACHMENT_OPTIC_CQ_THREAT","","",false
"xx","PING_ATTACHMENT_OPTIC_RANGED_HCOG","","","","#PING_LOOT","sight","ping_foundOptic",true,false,true,false,"SUB_TYPE_RANGEMID","FLAVOR_ATTACHMENT_OPTIC_RANGED_HCOG","","",false
"xx","PING_ATTACHMENT_OPTIC_RANGED_AOG","","","","#PING_LOOT","sight","ping_foundOptic",true,false,true,false,"SUB_TYPE_RANGEMID","FLAVOR_ATTACHMENT_OPTIC_RANGED_AOG","","",false
"xx","PING_ATTACHMENT_OPTIC_SNIPER","","","","#PING_LOOT","sight","ping_foundOptic",true,false,true,false,"SUB_TYPE_RANGESNIPER","FLAVOR_ATTACHMENT_OPTIC_SNIPER","","",false
"xx","PING_ATTACHMENT_OPTIC_SNIPER_VARIABLE","","","","#PING_LOOT","sight","ping_foundOptic",true,false,true,false,"SUB_TYPE_RANGESNIPER","FLAVOR_ATTACHMENT_OPTIC_SNIPER_VARIABLE","","",false
"xx","PING_ATTACHMENT_OPTIC_SNIPER_THREAT","","","","#PING_LOOT","sight","ping_foundOptic",true,false,true,false,"SUB_TYPE_RANGESNIPER","FLAVOR_ATTACHMENT_OPTIC_SNIPER_THREAT","","",false
"xx","PING_ATTACHMENT_MAG_BULLET_1","","","","#PING_TIERED_LOOT","mag","ping_foundAmmoMagLight",true,false,true,false,"SUB_TYPE_LEVEL1","FLAVOR_ATTACHMENT_MAG_BULLET_1","","",false
"xx","PING_ATTACHMENT_MAG_BULLET_2","","","","#PING_TIERED_LOOT","mag","ping_foundAmmoMagLight",true,false,true,false,"SUB_TYPE_LEVEL2","FLAVOR_ATTACHMENT_MAG_BULLET_2","","",false
"xx","PING_ATTACHMENT_MAG_BULLET_3","","","","#PING_TIERED_LOOT","mag","ping_foundAmmoMagLight",true,false,true,false,"SUB_TYPE_LEVEL3","FLAVOR_ATTACHMENT_MAG_BULLET_3","","",false
"xx","PING_ATTACHMENT_MAG_BULLET_4","","","","#PING_TIERED_LOOT","mag","ping_foundAmmoMagLight",true,false,true,false,"SUB_TYPE_LEVEL4","","","",false
"xx","PING_ATTACHMENT_MAG_HIGHCAL_1","","","","#PING_TIERED_LOOT","mag","ping_foundAmmoMagHeavy",true,false,true,false,"SUB_TYPE_LEVEL1","FLAVOR_ATTACHMENT_MAG_HIGHCAL_1","","",false
"xx","PING_ATTACHMENT_MAG_HIGHCAL_2","","","","#PING_TIERED_LOOT","mag","ping_foundAmmoMagHeavy",true,false,true,false,"SUB_TYPE_LEVEL2","FLAVOR_ATTACHMENT_MAG_HIGHCAL_2","","",false
"xx","PING_ATTACHMENT_MAG_HIGHCAL_3","","","","#PING_TIERED_LOOT","mag","ping_foundAmmoMagHeavy",true,false,true,false,"SUB_TYPE_LEVEL3","FLAVOR_ATTACHMENT_MAG_HIGHCAL_3","","",false
"xx","PING_ATTACHMENT_MAG_HIGHCAL_4","","","","#PING_TIERED_LOOT","mag","ping_foundAmmoMagHeavy",true,false,true,false,"SUB_TYPE_LEVEL4","","","",false
"xx","PING_ATTACHMENT_MAG_ENERGY_1","","","","#PING_TIERED_LOOT","mag","ping_foundAmmoMagEnergy",true,false,true,false,"SUB_TYPE_LEVEL1","","","",false
"xx","PING_ATTACHMENT_MAG_ENERGY_2","","","","#PING_TIERED_LOOT","mag","ping_foundAmmoMagEnergy",true,false,true,false,"SUB_TYPE_LEVEL2","","","",false
"xx","PING_ATTACHMENT_MAG_ENERGY_3","","","","#PING_TIERED_LOOT","mag","ping_foundAmmoMagEnergy",true,false,true,false,"SUB_TYPE_LEVEL3","","","",false
"xx","PING_ATTACHMENT_MAG_ENERGY_4","","","","#PING_TIERED_LOOT","mag","ping_foundAmmoMagEnergy",true,false,true,false,"SUB_TYPE_LEVEL4","","","",false
"xx","PING_ATTACHMENT_MAG_SNIPER_1","","","","#PING_TIERED_LOOT","mag","ping_foundAmmoMagSniper",true,false,true,false,"SUB_TYPE_LEVEL1","FLAVOR_ATTACHMENT_MAG_SNIPER_1","","",false
"xx","PING_ATTACHMENT_MAG_SNIPER_2","","","","#PING_TIERED_LOOT","mag","ping_foundAmmoMagSniper",true,false,true,false,"SUB_TYPE_LEVEL2","FLAVOR_ATTACHMENT_MAG_SNIPER_2","","",false
"xx","PING_ATTACHMENT_MAG_SNIPER_3","","","","#PING_TIERED_LOOT","mag","ping_foundAmmoMagSniper",true,false,true,false,"SUB_TYPE_LEVEL3","FLAVOR_ATTACHMENT_MAG_SNIPER_3","","",false
"xx","PING_ATTACHMENT_MAG_SNIPER_4","","","","#PING_TIERED_LOOT","mag","ping_foundAmmoMagSniper",true,false,true,false,"SUB_TYPE_LEVEL4","","","",false
"xx","PING_ATTACHMENT_SHOTGUN_BOLT_1","","","","#PING_TIERED_LOOT","mag","ping_foundShotgunBolt",true,false,true,false,"SUB_TYPE_LEVEL1","FLAVOR_ATTACHMENT_SHOTGUN_BOLT_1","","",false
"xx","PING_ATTACHMENT_SHOTGUN_BOLT_2","","","","#PING_TIERED_LOOT","mag","ping_foundShotgunBolt",true,false,true,false,"SUB_TYPE_LEVEL2","FLAVOR_ATTACHMENT_SHOTGUN_BOLT_2","","",false
"xx","PING_ATTACHMENT_SHOTGUN_BOLT_3","","","","#PING_TIERED_LOOT","mag","ping_foundShotgunBolt",true,false,true,false,"SUB_TYPE_LEVEL3","FLAVOR_ATTACHMENT_SHOTGUN_BOLT_3","","",false
"xx","PING_ATTACHMENT_SHOTGUN_BOLT_4","","","","#PING_TIERED_LOOT","mag","ping_foundShotgunBolt",true,false,true,false,"SUB_TYPE_LEVEL4","FLAVOR_ATTACHMENT_SHOTGUN_BOLT_3","","",false
"xx","PING_ATTACHMENT_STOCK_STANDARD_1","","","","#PING_TIERED_LOOT","grip","ping_foundStockTactical",true,false,true,false,"SUB_TYPE_LEVEL1","FLAVOR_ATTACHMENT_STOCK_STANDARD_1","","",false
"xx","PING_ATTACHMENT_STOCK_STANDARD_2","","","","#PING_TIERED_LOOT","grip","ping_foundStockTactical",true,false,true,false,"SUB_TYPE_LEVEL2","FLAVOR_ATTACHMENT_STOCK_STANDARD_2","","",false
"xx","PING_ATTACHMENT_STOCK_STANDARD_3","","","","#PING_TIERED_LOOT","grip","ping_foundStockTactical",true,false,true,false,"SUB_TYPE_LEVEL3","FLAVOR_ATTACHMENT_STOCK_STANDARD_3","","",false
"xx","PING_ATTACHMENT_STOCK_SNIPER_1","","","","#PING_TIERED_LOOT","grip","ping_foundStockSniper",true,false,true,false,"SUB_TYPE_LEVEL1","FLAVOR_ATTACHMENT_STOCK_SNIPER_1","","",false
"xx","PING_ATTACHMENT_STOCK_SNIPER_2","","","","#PING_TIERED_LOOT","grip","ping_foundStockSniper",true,false,true,false,"SUB_TYPE_LEVEL2","FLAVOR_ATTACHMENT_STOCK_SNIPER_2","","",false
"xx","PING_ATTACHMENT_STOCK_SNIPER_3","","","","#PING_TIERED_LOOT","grip","ping_foundStockSniper",true,false,true,false,"SUB_TYPE_LEVEL3","FLAVOR_ATTACHMENT_STOCK_SNIPER_3","","",false
"xx","PING_ATTACHMENT_STOCK_SNIPER_4","","","","#PING_TIERED_LOOT","grip","ping_foundStockSniper",true,false,true,false,"SUB_TYPE_LEVEL4","FLAVOR_ATTACHMENT_STOCK_SNIPER_3","","",false
"xx","PING_ATTACHMENT_BARREL_STABILIZER_1","","","","#PING_TIERED_LOOT","barrel","ping_foundBarrelStabilizer",true,false,true,false,"SUB_TYPE_LEVEL1","FLAVOR_ATTACHMENT_BARREL_STABILIZER_1","","",false
"xx","PING_ATTACHMENT_BARREL_STABILIZER_2","","","","#PING_TIERED_LOOT","barrel","ping_foundBarrelStabilizer",true,false,true,false,"SUB_TYPE_LEVEL2","FLAVOR_ATTACHMENT_BARREL_STABILIZER_2","","",false
"xx","PING_ATTACHMENT_BARREL_STABILIZER_3","","","","#PING_TIERED_LOOT","barrel","ping_foundBarrelStabilizer",true,false,true,false,"SUB_TYPE_LEVEL3","FLAVOR_ATTACHMENT_BARREL_STABILIZER_3","","",false
"xx","PING_ATTACHMENT_BARREL_STABILIZER_4_FLASH_HIDER","! [jnel] updated for Flash Hider vo event","","","#PING_TIERED_LOOT","barrel","ping_foundBarrelStabilizer",true,false,true,false,"SUB_TYPE_LEVEL4","FLAVOR_ATTACHMENT_BARREL_STABILIZER_4_FLASH_HIDER","","",false
"xx","PING_ATTACHMENT_LASER_SIGHT_1","","","","#PING_TIERED_LOOT","barrel","ping_foundLaserSight",true,false,true,false,"SUB_TYPE_LEVEL1","FLAVOR_ATTACHMENT_LASER_SIGHT_1","","",false
"xx","PING_ATTACHMENT_LASER_SIGHT_2","","","","#PING_TIERED_LOOT","barrel","ping_foundLaserSight",true,false,true,false,"SUB_TYPE_LEVEL2","FLAVOR_ATTACHMENT_LASER_SIGHT_2","","",false
"xx","PING_ATTACHMENT_LASER_SIGHT_3","","","","#PING_TIERED_LOOT","barrel","ping_foundLaserSight",true,false,true,false,"SUB_TYPE_LEVEL3","FLAVOR_ATTACHMENT_LASER_SIGHT_3","","",false
"xx","PING_ATTACHMENT_LASER_SIGHT_4","","","","#PING_TIERED_LOOT","barrel","ping_foundLaserSight",true,false,true,false,"SUB_TYPE_LEVEL4","FLAVOR_ATTACHMENT_LASER_SIGHT_4","","",false
"xx","PING_ATTACHMENT_HOPUP_TURBOCHARGER","","","","#PING_LOOT","hopup","ping_foundHopUp",true,false,true,false,"SUB_TYPE_TURBOCHARGER","FLAVOR_ATTACHMENT_HOPUP_TURBOCHARGER","","",false
"xx","PING_ATTACHMENT_HOPUP_SELECTFIRE","","","","#PING_LOOT","hopup","ping_foundHopUp",true,false,true,false,"SUB_TYPE_SELECTFIRE","FLAVOR_ATTACHMENT_HOPUP_SELECTFIRE","","",false
"xx","PING_ATTACHMENT_HOPUP_ENERGY_CHOKE","","","","#PING_LOOT","hopup","ping_foundHopUp",true,false,true,false,"SUB_TYPE_CHOKE","FLAVOR_ATTACHMENT_HOPUP_ENERGY_CHOKE","","",false
"xx","PING_ATTACHMENT_HOPUP_HEADSHOT_DMG","","","","#PING_LOOT","hopup","ping_foundHopUp",true,false,true,false,"SUB_TYPE_SKULLPIERCER","FLAVOR_ATTACHMENT_HOPUP_HEADSHOT_DMG","","",false
"xx","PING_ATTACHMENT_HOPUP_SHIELD_BREAKER","","","","#PING_LOOT","hopup","ping_foundHopUp",true,false,true,false,"SUB_TYPE_DISRUPTOR","","","",false
"xx","PING_ATTACHMENT_HOPUP_UNSHIELDED_DMG","","","","#PING_LOOT","hopup","ping_foundHopUp",true,false,true,false,"SUB_TYPE_HAMMERPOINT","","","",false
"xx","PING_ATTACHMENT_HOPUP_HIGHCAL_ROUNDS","","","","#PING_LOOT","hopup","ping_foundHopUp",true,false,true,false,"SUB_TYPE_HIGHCAL_ROUNDS","","","",false
"xx","PING_ATTACHMENT_HOPUP_DOUBLE_TAP","","","","#PING_LOOT","hopup","ping_foundHopUp",true,false,true,false,"SUB_TYPE_DOUBLE_TAP","","","",false
"xx","PING_ATTACHMENT_HOPUP_PAINTBALL","","","","#PING_LOOT","hopup","ping_foundHopUp",true,false,true,false,"","","","",false
"xx","PING_ATTACHMENT_HOPUP_SMART_RELOAD","","","","#PING_LOOT","hopup","ping_foundHopUp",true,false,true,false,"SUB_TYPE_BOOSTED_LOADER","","","",false
"xx","PING_ATTACHMENT_HOPUP_MARKSMANS_TEMPO","","","","#PING_LOOT","hopup hopupMulti_b","ping_foundHopUp",true,false,true,false,"SUB_TYPE_MARKSMANS_TEMPO","","","",false
"xx","PING_ATTACHMENT_HOPUP_QUICKDRAW_HOLSTER","","","","#PING_LOOT","hopup","ping_foundHopUp",true,false,true,false,"SUB_TYPE_QUICKDRAW_HOLSTER","","","",false
"xx","PING_ATTACHMENT_HOPUP_SHATTER_ROUNDS","","","","#PING_LOOT","hopup hopupMulti_a","ping_foundHopUp",true,false,true,false,"SUB_TYPE_SHATTER_ROUNDS","","","",false
"xx","PING_ATTACHMENT_HOPUP_DUAL_SHELL","","","","#PING_LOOT","hopup","ping_foundHopUp",true,false,true,false,"SUB_TYPE_DUAL_SHELL","","","",false
"xx","PING_ATTACHMENT_HOPUP_KINETIC_FEEDER","","","","#PING_LOOT","hopup","ping_foundHopUp",true,false,true,false,"SUB_TYPE_KINETIC_FEEDER","","","",false
"xx","PING_ITEM_COMBO_FULL","! [jnel] this is the Phoenix Kit.","","","#PING_LOOT","","ping_foundPhoenixKit",true,false,true,false,"","FLAVOR_ITEM_COMBO_FULL","","",false
"xx","PING_ITEM_SHIELD_SMALL","","","","#PING_LOOT","","ping_foundShieldCell",true,false,true,false,"","","","",false
"xx","PING_ITEM_SHIELD_LARGE","","","","#PING_LOOT","","ping_foundShieldBattery",true,false,true,false,"","","","",false
"xx","PING_ITEM_HEALTH_SMALL","","","","#PING_LOOT","","ping_foundSyringe",true,false,true,false,"","FLAVOR_ITEM_HEALTH_SMALL","","",false
"xx","PING_ITEM_HEALTH_MEDIUM","","","","#PING_LOOT","","ping_foundHealthMedium",true,false,true,false,"","FLAVOR_ITEM_HEALTH_MEDIUM","","",false
"xx","PING_ITEM_HEALTH_LARGE","! [jnel] hooked up specific medKit instead of large health. MedKit script string shares with Large Health.","","","#PING_LOOT","","ping_foundMedKit",true,false,true,false,"","FLAVOR_ITEM_HEALTH_LARGE","","",false
"xx","PING_ITEM_HEALTH_SYRINGE","","","","#PING_LOOT","","ping_foundSyringe",true,false,true,false,"","FLAVOR_ITEM_HEALTH_SYRINGE","","",false
"xx","PING_ITEM_ULTIMATE_ENERGY","","","","#PING_LOOT","","ping_foundAccelerant",true,false,true,false,"","FLAVOR_ITEM_ULTIMATE_ENERGY","","",false
"!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","","","!!DATA EXCLUDED!!","","!!DATA EXCLUDED!!",true,false,true,false,"","","","",false
"xx","PING_MAP_WAYPOINT","","Waypoint","","","","",false,false,false,false,"","","rui/menu/dpad_comms/emoji/exclamation","",false
"xx","PING_ITEM_ARMOR_SMALL","! Needs urgent/calm","","","#PING_LOOT","","",false,false,false,false,"","","","",false
