"cmd","args","speaker","emotion","text","direction"
"","","","","",""
"t","","vantage","happy","#S14_MISSION_04_22","r"
"PLAYSOUND","SQ_S14_LoreText_Ch04_VO_06","","","",""
"MUSICTRACK","SQ_S14_LoreText_Ch04_Music_02","","","",""
"","","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch04_VO_07","","","",""
"t","","bloodhound","neutral","#S14_MISSION_04_23","r"
"PLAYSOUND","SQ_S14_LoreText_Ch04_VO_08 BOTTOM","","","",""
"b","","fuse","happy","#S14_MISSION_04_24","l"
"","","","","",""
"t","","fuse","neutral","#S14_MISSION_04_25","r"
"","","","","",""
"t","","fuse","neutral","#S14_MISSION_04_26","r"
"","","","","",""
"t","","fuse","neutral","#S14_MISSION_04_27","r"
"","","","","",""
"t","","vantage","neutral","#S14_MISSION_04_28","r"
"PLAYSOUND","SQ_S14_LoreText_Ch04_VO_09 BOTTOM","","","",""
"b","","fuse","angry","#S14_MISSION_04_29","l"
"","","","","",""
"t","","fuse","angry","#S14_MISSION_04_30","r"
"PLAYSOUND","SQ_S14_LoreText_Ch04_VO_10","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch04_Stinger_04","","","",""
"","","","","",""
"t","","bloodhound","neutral","#S14_MISSION_04_31","r"
"","","","","",""
"t","","bloodhound","happy","#S14_MISSION_04_32","r"
"MUSICTRACK","SQ_S14_LoreText_Ch04_Music_03","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch04_VO_11","","","",""
"b","","vantage","neutral","#S14_MISSION_04_33","l"
"","","","","",""
"t","","fuse","happy","#S14_MISSION_04_34","r"
"PLAYSOUND","SQ_S14_LoreText_Ch04_VO_12","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch04_VO_13 BOTTOM","","","",""
"b","","bloodhound","surprised","#S14_MISSION_04_35","l"
"","","","","",""
"c","","narrator","","#S14_MISSION_04_36",""
"","","","","",""
"c","","narrator","","#S14_MISSION_04_37",""
"","","","","",""
"t","","fuse","sad","#S14_MISSION_04_38","r"
"PLAYSOUND","SQ_S14_LoreText_Ch04_VO_14","","","",""
"b","","vantage","neutral","#S14_MISSION_04_39","l"
"","","","","",""
"t","","bloodhound","angry","#S14_MISSION_04_40","r"
"PLAYSOUND","SQ_S14_LoreText_Ch04_VO_15","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch04_Stinger_05","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch04_VO_16 BOTTOM","","","",""
"b","","vantage","happy","#S14_MISSION_04_41","l"
"","","","","",""
"t","","vantage","neutral","#S14_MISSION_04_42","r"
"","","","","",""
"t","","vantage","happy","#S14_MISSION_04_43","r"
"PLAYSOUND","SQ_S14_LoreText_Ch04_VO_17","","","",""
"","","","","",""
"t","","fuse","neutral","#S14_MISSION_04_44","r"
"","","","","",""
"t","","fuse","neutral","#S14_MISSION_04_45","r"
"PLAYSOUND","SQ_S14_LoreText_Ch04_VO_18 BOTTOM","","","",""
"b","","bloodhound","sad","#S14_MISSION_04_46","l"
"","","","","",""
"t","","fuse","sad","#S14_MISSION_04_47","r"
"PLAYSOUND","SQ_S14_LoreText_Ch04_VO_19","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch04_VO_20 BOTTOM","","","",""
"b","","vantage","happy","#S14_MISSION_04_48","l"
"","","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch04_Vantage_WalksAway","","","",""
"t","","vantage","happy","#S14_MISSION_04_49","r"
"","","","","",""
"t","","vantage","happy","#S14_MISSION_04_50","r"
"PLAYSOUND","SQ_S14_LoreText_Ch04_VO_21","","","",""
"","","","","",""
"t","","fuse","sad","#S14_MISSION_04_51","r"
"","","","","",""
"t","","fuse","surprised","#S14_MISSION_04_52","r"
"PLAYSOUND","SQ_S14_LoreText_Ch04_VO_22","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch04_Stinger_06","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch04_VO_23 BOTTOM","","","",""
"b","","bloodhound","surprised","#S14_MISSION_04_53","l"
"","","","","",""
"c","","narrator","","#S14_MISSION_04_NEXT",""
"string","string","string","string","string","string"
