"levelIndex","xpPerLevel","reward","rewardQty","premium","notes"
37,29500,"settings/itemflav/character_kill_quip/octane/s05bp_rare_01.rpak",1,true,""
38,29500,"settings/itemflav/weapon_skin/energy_ar/s05bp_rare_01.rpak",1,true,""
39,29500,"settings/itemflav/xp_boost/battlepass_season05.rpak",1,true,""
40,29500,"settings/itemflav/loadscreen/s05bp_05.rpak",1,true,""
41,29500,"settings/itemflav/skydive_emote/loba/witch.rpak",1,true,""
42,29500,"settings/itemflav/grx_currency/crafting.rpak",120,true,""
43,29500,"settings/itemflav/grx_currency/premium.rpak",100,true,""
44,29500,"settings/itemflav/weapon_charm/charm_apex_theme_v20_trshunter_loottick_gem01.rpak",1,true,""
44,0,"settings/itemflav/pack/cosmetic_rare.rpak",1,false,""
45,29500,"settings/itemflav/character_kill_quip/loba/s05bp_rare_01.rpak",1,true,""
46,29500,"settings/itemflav/weapon_skin/devotion/s05bp_rare_01.rpak",1,true,""
47,29500,"settings/itemflav/grx_currency/crafting.rpak",120,true,""
48,29500,"settings/itemflav/loadscreen/s05bp_06.rpak",1,true,""
49,29500,"settings/itemflav/character_skin/bangalore/s05bp_legendary_01.rpak",1,true,""
50,29500,"settings/itemflav/xp_boost/battlepass_season05.rpak",1,true,""
51,29500,"settings/itemflav/weapon_skin/lstar/s05bp_rare_01.rpak",1,true,""
52,29500,"settings/itemflav/gcard_frame/crypto/s05bp_epic_01.rpak",1,true,""
52,0,"settings/itemflav/character_skin/loba/s05bp_rare_01.rpak",1,false,""
53,29500,"settings/itemflav/gcard_frame/loba/s05bp_epic_01.rpak",1,true,""
54,29500,"settings/itemflav/weapon_skin/r97/s05bp_rare_01.rpak",1,true,""
55,29500,"settings/itemflav/pack/cosmetic_rare.rpak",1,true,""
56,29500,"settings/itemflav/loadscreen/s05bp_07.rpak",1,true,""
57,29500,"settings/itemflav/skydive_emote/mirage/dance.rpak",1,true,""
58,29500,"settings/itemflav/weapon_skin/alternator/s05bp_rare_01.rpak",1,true,""
59,29500,"settings/itemflav/xp_boost/battlepass_season05.rpak",1,true,""
60,29500,"settings/itemflav/weapon_charm/charm_apex_theme_v20_trshunter_wep_whip01.rpak",1,true,""
61,29500,"settings/itemflav/gcard_frame/mirage/s05bp_epic_01.rpak",1,true,""
62,29500,"settings/itemflav/weapon_skin/pdw/s05bp_rare_01.rpak",1,true,""
63,29500,"settings/itemflav/grx_currency/crafting.rpak",120,true,""
64,29500,"settings/itemflav/loadscreen/s05bp_08.rpak",1,true,""
65,29500,"settings/itemflav/grx_currency/premium.rpak",100,true,""
66,29500,"settings/itemflav/musicpack/s05bp_loba.rpak",1,true,""
67,29500,"settings/itemflav/weapon_skin/mastiff/s05bp_rare_01.rpak",1,true,""
68,29500,"settings/itemflav/gcard_frame/pathfinder/s05bp_epic_01.rpak",1,true,""
69,29500,"settings/itemflav/xp_boost/battlepass_season05.rpak",1,true,""
70,29500,"settings/itemflav/weapon_skin/eva/s05bp_rare_01.rpak",1,true,""
71,29500,"settings/itemflav/gcard_frame/lifeline/s05bp_epic_01.rpak",1,true,""
72,29500,"settings/itemflav/loadscreen/s05bp_09.rpak",1,true,""
73,29500,"settings/itemflav/gcard_frame/wraith/s05bp_epic_01.rpak",1,true,""
74,29500,"settings/itemflav/grx_currency/premium.rpak",100,true,""
75,29500,"settings/itemflav/weapon_skin/peacekeeper/s05bp_rare_01.rpak",1,true,""
76,29500,"settings/itemflav/weapon_charm/charm_apex_theme_v20_trshunter_prop_fedora01.rpak",1,true,""
77,29500,"settings/itemflav/gcard_frame/bloodhound/s05bp_epic_01.rpak",1,true,""
78,29500,"settings/itemflav/weapon_skin/mozambique/s05bp_rare_01.rpak",1,true,""
79,29500,"settings/itemflav/xp_boost/battlepass_season05.rpak",1,true,""
80,29500,"settings/itemflav/pack/cosmetic_rare.rpak",1,true,""
81,29500,"settings/itemflav/grx_currency/crafting.rpak",120,true,""
82,29500,"settings/itemflav/grx_currency/premium.rpak",100,true,""
83,29500,"settings/itemflav/loadscreen/s05bp_10.rpak",1,true,""
84,29500,"settings/itemflav/skydive_emote/octane/kayaking.rpak",1,true,""
85,29500,"settings/itemflav/grx_currency/premium.rpak",100,true,""
86,29500,"settings/itemflav/weapon_skin/autopistol/s05bp_rare_01.rpak",1,true,""
87,29500,"settings/itemflav/pack/cosmetic_rare.rpak",1,true,""
88,29500,"settings/itemflav/grx_currency/crafting.rpak",120,true,""
89,29500,"settings/itemflav/xp_boost/battlepass_season05.rpak",1,true,""
90,29500,"settings/itemflav/gcard_frame/bangalore/s05bp_epic_01.rpak",1,true,""
91,29500,"settings/itemflav/weapon_skin/semipistol/s05bp_rare_01.rpak",1,true,""
92,29500,"settings/itemflav/weapon_charm/charm_apex_theme_v20_trshunter_skull_crystal01.rpak",1,true,""
93,29500,"settings/itemflav/weapon_skin/sentinel/s05bp_rare_01.rpak",1,true,""
94,29500,"settings/itemflav/grx_currency/crafting.rpak",120,true,""
95,29500,"settings/itemflav/grx_currency/premium.rpak",100,true,""
96,29500,"settings/itemflav/pack/cosmetic_epic.rpak",1,true,""
97,29500,"settings/itemflav/grx_currency/premium.rpak",100,true,""
98,29500,"settings/itemflav/weapon_skin/spitfire/s05bp_epic_01.rpak",1,true,""
98,0,"settings/itemflav/weapon_skin/spitfire/s05bp_rare_01.rpak",1,false,""
99,29500,"settings/itemflav/weapon_skin/wingman/s05bp_legendary_01.rpak",1,true,""
99,0,"settings/itemflav/weapon_skin/wingman/s05bp_rare_01.rpak",1,false,""
100,29500,"",0,false,""
101,29500,"",0,false,""
102,29500,"",0,false,""
103,29500,"",0,false,""
104,29500,"",0,false,""
105,29500,"",0,false,""
106,29500,"",0,false,""
107,29500,"",0,false,""
108,29500,"",0,false,""
109,29500,"settings/itemflav/weapon_skin/wingman/s05bp_legendary_02.rpak",1,true,""
109,0,"settings/itemflav/gcard_badge/account/season05_bplevel.rpak",1,false,""
0,0,"",0,false,""
"int","int","asset","int","bool","string"
