"cmd","args","speaker","emotion","text","direction"
"b","","mirage","happy","#MISSION_02_26","l"
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch02_Stinger_03","","","",""
"MUSICTRACK","SQ_S13_LoreText_Ch02_Music_02","","","",""
"c","","narrator","","#MISSION_02_27",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch02_VO_10","","","",""
"t","","wraith","neutral","#MISSION_02_28","r"
"b","","mercenary","","#MISSION_02_29",""
"PLAYSOUND","SQ_S13_LoreText_Ch02_Stinger_10 BOTTOM","","","",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch02_SFX_WraithGrabMercenary","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch02_Stinger_11","","","",""
"c","","narrator","","#MISSION_02_30",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch02_VO_03","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch02_Stinger_12","","","",""
"t","","wraith","angry","#MISSION_02_31","r"
"b","","mirage","fearful","#MISSION_02_32","l"
"PLAYSOUND","SQ_S13_LoreText_Ch02_VO_04 BOTTOM","","","",""
"","","","","",""
"c","","narrator","","#MISSION_02_33",""
"","","","","",""
"c","","narrator","","#MISSION_02_34",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch02_Stinger_04","","","",""
"t","","mercenary","","#MISSION_02_35",""
"","","","","",""
"t","","mercenary","","#MISSION_02_36",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch02_Stinger_05","","","",""
"c","","narrator","","#MISSION_02_37",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch02_Stinger_13","","","",""
"t","","mercenary","","#MISSION_02_38",""
"b","","wraith","neutral","#MISSION_02_39","l"
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch02_Stinger_16","","","",""
"t","","mercenary","","#MISSION_02_40",""
"b","","mirage","fearful","#MISSION_02_41","l"
"PLAYSOUND","SQ_S13_LoreText_Ch02_VO_05 BOTTOM","","","",""
"","","","","",""
"t","","mercenary","","#MISSION_02_42",""
"b","","wraith","neutral","#MISSION_02_43","l"
"PLAYSOUND","SQ_S13_LoreText_Ch02_Stinger_06 BOTTOM","","","",""
"MUSICTRACK","SQ_S13_LoreText_Ch02_Music_03","","","",""
"","","","","",""
"t","","mercenary","","#MISSION_02_44",""
"b","","wraith","neutral","#MISSION_02_45","l"
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch02_SFX_WraithThrowMercenary","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch02_Stinger_15","","","",""
"c","","narrator","","#MISSION_02_46",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch02_VO_11","","","",""
"t","","mirage","neutral","#MISSION_02_47","r"
"","","","","",""
"c","","narrator","","#MISSION_02_48",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch02_VO_12","","","",""
"t","","mirage","fearful","#MISSION_02_49","r"
"","","","","",""
"t","","wraith","neutral","#MISSION_02_50","r"
"b","","mirage","fearful","#MISSION_02_51","l"
"PLAYSOUND","SQ_S13_LoreText_Ch02_VO_06 BOTTOM","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch02_Stinger_14 BOTTOM","","","",""
"","","","","",""
"c","","narrator","","#MISSION_02_52",""
"","","","","",""
"c","","narrator","","#MISSION_02_53",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch02_VO_07","","","",""
"t","","mirage","happy","#MISSION_02_54","r"
"","","","","",""
"c","","narrator","","#MISSION_02_55",""
"","","","","",""
"c","","narrator","","#MISSION_02_NEXT",""
"string","string","string","string","string","string"
