"cmd","args","speaker","emotion","text","direction"
"PLAYSOUND","SQ_S13_LoreText_Ch03_Stinger_07","","","",""
"c","","narrator","","#MISSION_03_22",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch03_VO_04","","","",""
"t","","newcastle","surprised","#MISSION_03_23","r"
"","","","","",""
"c","","narrator","","#MISSION_03_24",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch03_Stinger_01","","","",""
"c","","narrator","","#MISSION_03_25",""
"","","","","",""
"c","","narrator","","#MISSION_03_26",""
"","","","","",""
"c","","narrator","","#MISSION_03_27",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch03_Stinger_08","","","",""
"c","","narrator","","#MISSION_03_28",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch03_SFX_NewcastleExit","","","",""
"t","","mirage","neutral","#MISSION_03_29","r"
"","","","","",""
"c","","narrator","","#MISSION_03_30",""
"","","","","",""
"t","","mercenary","","#MISSION_03_31",""
"PLAYSOUND","SQ_S13_LoreText_Ch03_Stinger_04","","","",""
"","","","","",""
"c","","narrator","","#MISSION_03_32",""
"","","","","",""
"c","","narrator","","#MISSION_03_33",""
"","","","","",""
"c","","narrator","","#MISSION_03_34",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch03_VO_07","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch03_Stinger_09","","","",""
"t","","bangalore","neutral","#MISSION_03_35","r"
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch03_VO_05","","","",""
"t","","mirage","fearful","#MISSION_03_36","r"
"","","","","",""
"MUSICTRACK","SQ_S13_LoreText_Ch03_Music_05","","","",""
"c","","narrator","","#MISSION_03_37",""
"","","","","",""
"c","","narrator","","#MISSION_03_38",""
"PLAYSOUND","SQ_S13_LoreText_Ch03_Stinger_05","","","",""
"","","","","",""
"c","","narrator","","#MISSION_03_39",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch03_SFX_BangaloreFight","","","",""
"c","","narrator","","#MISSION_03_40",""
"","","","","",""
"c","","narrator","","#MISSION_03_41",""
"","","","","",""
"c","","narrator","","#MISSION_03_42",""
"","","","","",""
"t","","mirage","neutral","#MISSION_03_43","r"
"b","","wraith","angry","#MISSION_03_44","l"
"PLAYSOUND","SQ_S13_LoreText_Ch03_VO_06 BOTTOM","","","",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch03_SFX_MiragePsycheOut","","","",""
"c","","narrator","","#MISSION_03_45",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch03_SFX_WraithPortal","","","",""
"c","","narrator","","#MISSION_03_46",""
"","","","","",""
"c","","narrator","","#MISSION_03_47",""
"PLAYSOUND","SQ_S13_LoreText_Ch03_Stinger_06","","","",""
"","","","","",""
"c","","narrator","","#MISSION_03_NEXT",""
"string","string","string","string","string","string"
