"levelIndex","xpPerLevel","reward","rewardQty","premium","notes"
13,29500,"settings/itemflav/loadscreen/002.rpak",1,true,""
13,0,"settings/itemflav/pack/cosmetic_rare.rpak",1,false,""
14,29500,"settings/itemflav/musicpack/octane.rpak",1,true,""
15,29500,"settings/itemflav/weapon_skin/mozambique/season02_rare_01.rpak",1,true,""
15,0,"settings/itemflav/pack/cosmetic_rare.rpak",1,false,""
16,29500,"settings/itemflav/grx_currency/premium.rpak",50,true,""
17,29500,"settings/itemflav/gcard_frame/lifeline/season02_rare_01.rpak",1,true,""
17,0,"settings/itemflav/pack/cosmetic_rare.rpak",1,false,""
18,29500,"settings/itemflav/grx_currency/crafting.rpak",120,true,""
19,29500,"settings/itemflav/skydive_emote/bloodhound/backflip.rpak",1,true,""
19,0,"settings/itemflav/pack/cosmetic_rare.rpak",1,false,""
20,29500,"settings/itemflav/xp_boost/battlepass_season02.rpak",1,true,""
21,29500,"settings/itemflav/pack/cosmetic_rare.rpak",1,true,""
22,29500,"settings/itemflav/weapon_skin/g7/season02_rare_01.rpak",1,true,""
23,29500,"settings/itemflav/loadscreen/006.rpak",1,true,""
24,29500,"settings/itemflav/character_skin/caustic/season02_legendary_01.rpak",1,true,""
25,29500,"settings/itemflav/weapon_skin/energy_ar/season02_rare_01.rpak",1,true,""
26,29500,"settings/itemflav/grx_currency/premium.rpak",50,true,""
27,29500,"settings/itemflav/gcard_frame/wraith/season02_rare_01.rpak",1,true,""
28,29500,"settings/itemflav/grx_currency/crafting.rpak",120,true,""
29,29500,"settings/itemflav/skydive_emote/caustic/backflip.rpak",1,true,""
29,0,"settings/itemflav/character_skin/wattson/season02_rare_01.rpak",1,false,""
30,29500,"settings/itemflav/xp_boost/battlepass_season02.rpak",1,true,""
31,29500,"settings/itemflav/pack/cosmetic_rare.rpak",1,true,""
32,29500,"settings/itemflav/weapon_skin/flatline/season02_rare_01.rpak",1,true,""
33,29500,"settings/itemflav/loadscreen/004.rpak",1,true,""
34,29500,"settings/itemflav/musicpack/bangalore.rpak",1,true,""
35,29500,"settings/itemflav/weapon_skin/kraber/season02_rare_01.rpak",1,true,""
36,29500,"settings/itemflav/grx_currency/premium.rpak",100,true,""
37,29500,"settings/itemflav/gcard_frame/mirage/season02_rare_01.rpak",1,true,""
38,29500,"settings/itemflav/grx_currency/crafting.rpak",120,true,""
39,29500,"settings/itemflav/skydive_emote/gibraltar/backflip.rpak",1,true,""
40,29500,"settings/itemflav/xp_boost/battlepass_season02.rpak",1,true,""
41,29500,"settings/itemflav/grx_currency/premium.rpak",50,true,""
42,29500,"settings/itemflav/weapon_skin/lstar/season02_rare_01.rpak",1,true,""
43,29500,"settings/itemflav/loadscreen/010.rpak",1,true,""
44,29500,"settings/itemflav/skydive_emote/lifeline/backflip.rpak",1,true,""
45,29500,"settings/itemflav/weapon_skin/alternator/season02_rare_01.rpak",1,true,""
46,29500,"settings/itemflav/grx_currency/premium.rpak",100,true,""
47,29500,"settings/itemflav/gcard_frame/bloodhound/season02_rare_01.rpak",1,true,""
48,29500,"settings/itemflav/grx_currency/crafting.rpak",120,true,""
49,29500,"settings/itemflav/pack/cosmetic_legendary.rpak",1,true,""
50,29500,"settings/itemflav/xp_boost/battlepass_season02.rpak",1,true,""
51,29500,"settings/itemflav/grx_currency/premium.rpak",50,true,""
52,29500,"settings/itemflav/weapon_skin/r301/season02_rare_01.rpak",1,true,""
53,29500,"settings/itemflav/loadscreen/009.rpak",1,true,""
54,29500,"settings/itemflav/musicpack/mirage.rpak",1,true,""
55,29500,"settings/itemflav/weapon_skin/autopistol/season02_rare_01.rpak",1,true,""
56,29500,"settings/itemflav/grx_currency/premium.rpak",100,true,""
57,29500,"settings/itemflav/gcard_frame/caustic/season02_rare_01.rpak",1,true,""
58,29500,"settings/itemflav/grx_currency/crafting.rpak",120,true,""
59,29500,"settings/itemflav/skydive_emote/mirage/backflip.rpak",1,true,""
60,29500,"settings/itemflav/xp_boost/battlepass_season02.rpak",1,true,""
61,29500,"settings/itemflav/weapon_skin/devotion/season02_rare_01.rpak",1,true,""
62,29500,"settings/itemflav/weapon_skin/peacekeeper/season02_rare_01.rpak",1,true,""
63,29500,"settings/itemflav/loadscreen/008.rpak",1,true,""
64,29500,"settings/itemflav/musicpack/bloodhound.rpak",1,true,""
65,29500,"settings/itemflav/weapon_skin/hemlok/season02_rare_01.rpak",1,true,""
66,29500,"settings/itemflav/grx_currency/premium.rpak",100,true,""
67,29500,"settings/itemflav/gcard_frame/bangalore/season02_epic_01.rpak",1,true,""
68,29500,"settings/itemflav/grx_currency/crafting.rpak",120,true,""
69,29500,"settings/itemflav/skydive_emote/octane/backflip.rpak",1,true,""
70,29500,"settings/itemflav/xp_boost/battlepass_season02.rpak",1,true,""
71,29500,"settings/itemflav/weapon_skin/alternator/season02_epic_01.rpak",1,true,""
72,29500,"settings/itemflav/weapon_skin/r97/season02_rare_01.rpak",1,true,""
73,29500,"settings/itemflav/loadscreen/001.rpak",1,true,""
74,29500,"settings/itemflav/character_skin/octane/season02_legendary_01.rpak",1,true,""
75,29500,"settings/itemflav/weapon_skin/eva/season02_rare_01.rpak",1,true,""
76,29500,"settings/itemflav/grx_currency/premium.rpak",100,true,""
77,29500,"settings/itemflav/gcard_frame/wattson/season02_epic_01.rpak",1,true,""
78,29500,"settings/itemflav/grx_currency/crafting.rpak",120,true,""
79,29500,"settings/itemflav/skydive_emote/pathfinder/backflip.rpak",1,true,""
80,29500,"settings/itemflav/xp_boost/battlepass_season02.rpak",1,true,""
81,29500,"settings/itemflav/pack/cosmetic_rare.rpak",1,true,""
82,29500,"settings/itemflav/weapon_skin/mastiff/season02_rare_01.rpak",1,true,""
83,29500,"settings/itemflav/loadscreen/005.rpak",1,true,""
84,29500,"settings/itemflav/musicpack/caustic.rpak",1,true,""
85,29500,"settings/itemflav/weapon_skin/spitfire/season02_rare_01.rpak",1,true,""
86,29500,"settings/itemflav/grx_currency/premium.rpak",100,true,""
87,29500,"settings/itemflav/gcard_frame/pathfinder/season02_epic_01.rpak",1,true,""
88,29500,"settings/itemflav/grx_currency/crafting.rpak",120,true,""
89,29500,"settings/itemflav/skydive_emote/wattson/backflip.rpak",1,true,""
90,29500,"settings/itemflav/xp_boost/battlepass_season02.rpak",1,true,""
91,29500,"settings/itemflav/pack/cosmetic_rare.rpak",1,true,""
92,29500,"settings/itemflav/weapon_skin/tripletake/season02_rare_01.rpak",1,true,""
93,29500,"settings/itemflav/loadscreen/007.rpak",1,true,""
94,29500,"settings/itemflav/skydive_emote/wraith/backflip.rpak",1,true,""
95,29500,"settings/itemflav/weapon_skin/wingman/season02_rare_01.rpak",1,true,""
96,29500,"settings/itemflav/grx_currency/premium.rpak",100,true,""
97,29500,"settings/itemflav/gcard_frame/gibraltar/season02_epic_01.rpak",1,true,""
98,29500,"settings/itemflav/grx_currency/crafting.rpak",120,true,""
99,29500,"settings/itemflav/weapon_skin/r301/season02_legendary_01.rpak",1,true,""
100,29500,"",0,false,""
101,29500,"",0,false,""
102,29500,"",0,false,""
103,29500,"",0,false,""
104,29500,"",0,false,""
105,29500,"",0,false,""
106,29500,"",0,false,""
107,29500,"",0,false,""
108,29500,"",0,false,""
109,29500,"settings/itemflav/weapon_skin/r301/season02_legendary_02.rpak",1,true,""
109,0,"settings/itemflav/gcard_badge/account/season02_bplevel.rpak",1,false,""
"int","int","asset","int","bool","string"
