"cmd","args","speaker","emotion","text","direction"
"c","","narrator","","#MISSION_05_20",""
"PLAYSOUND","SQ_S13_LoreText_Ch05_SFX_BodyWallImpact","","","",""
"","","","","",""
"c","","narrator","","#MISSION_05_21",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch05_Stinger_02","","","",""
"t","","mercenary","","#MISSION_05_22",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch05_SFX_GatlingGunWindUp_02","","","",""
"c","","narrator","","#MISSION_05_23",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch05_Stinger_03","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch05_SFX_WraithWinded","","","",""
"MUSICTRACK","SQ_S13_LoreText_Ch05_Music_03","","","",""
"c","","narrator","","#MISSION_05_24",""
"","","","","",""
"c","","narrator","","#MISSION_05_25",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch05_SFX_MirageWalk","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch05_VO_06","","","",""
"MUSICTRACK","SQ_S13_LoreText_Ch05_Music_04","","","",""
"t","","mirage","happy","#MISSION_05_26","r"
"","","","","",""
"c","","narrator","","#MISSION_05_27",""
"","","","","",""
"c","","narrator","","#MISSION_05_28",""
"","","","","",""
"c","","narrator","","#MISSION_05_29",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch05_VO_07","","","",""
"t","","mirage","fearful","#MISSION_05_30","r"
"b","","mercenary","","#MISSION_05_31",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch06_SFX_GatlingHitsIllusions","","","",""
"c","","narrator","","#MISSION_05_32",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch05_SFX_SmokeGrenade","","","",""
"MUSICTRACK","SQ_S13_LoreText_Ch05_Music_05","","","",""
"c","","narrator","","#MISSION_05_33",""
"","","","","",""
"t","","wraith","neutral","#MISSION_05_34","r"
"b","","mirage","neutral","#MISSION_05_35","l"
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch05_SFX_MetalPunch","","","",""
"c","","narrator","","#MISSION_05_36",""
"","","","","",""
"c","","narrator","","#MISSION_05_37",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch05_SFX_KunaiHitGun","","","",""
"c","","narrator","","#MISSION_05_38",""
"","","","","",""
"t","","????","","#MISSION_05_39",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch05_SFX_KunaiHitGauntlet","","","",""
"","","","","",""
"c","","narrator","","#MISSION_05_40",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch05_Stinger_04","","","",""
"MUSICTRACK","SQ_S13_LoreText_Ch05_Music_06","","","",""
"t","","????","","#MISSION_05_41",""
"","","","","",""
"c","","narrator","","#MISSION_05_42",""
"","","","","",""
"c","","narrator","","#MISSION_05_43",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch05_Stinger_05","","","",""
"c","","narrator","","#MISSION_05_44",""
"","","","","",""
"c","","narrator","","#MISSION_05_45",""
"","","","","",""
"t","","????","","#MISSION_05_46",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch05_SFX_WraithTakingFire","","","",""
"c","","narrator","","#MISSION_05_47",""
"","","","","",""
"c","","narrator","","#MISSION_05_48",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch05_VO_08","","","",""
"t","","mirage","fearful","#MISSION_05_49","r"
"","","","","",""
"MUSICTRACK","SQ_S13_LoreText_Ch05_Music_07","","","",""
"c","","narrator","","#MISSION_05_50",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch05_Stinger_06","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch05_VO_09","","","",""
"t","","wraith","fearful","#MISSION_05_51","r"
"","","","","",""
"c","","narrator","","#MISSION_05_52",""
"","","","","",""
"t","","mirage","neutral","#MISSION_05_53","r"
"","","","","",""
"c","","narrator","","#MISSION_05_54",""
"","","","","",""
"c","","narrator","","#MISSION_05_NEXT",""
"string","string","string","string","string","string"
