"cmd","args","speaker","emotion","text","direction"
"PLAYSOUND","SQ_S13_LoreText_Ch04_VO_06","","","",""
"t","","newcastle","sad","#MISSION_04_18","r"
"","","","","",""
"c","","narrator","","#MISSION_04_19",""
"BACKGROUND","loadscreen_s13quest_01","","","",""
"","","","","",""
"BACKGROUND","loadscreen_s13quest_03","","","",""
"AMBIENTTRACK","SQ_S13_LoreText_Ch04_AMB_HarrisValley","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch04_Stinger_02","","","",""
"c","","narrator","","#MISSION_04_20",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch04_SFX_Cheer","","","",""
"c","","narrator","","#MISSION_04_21",""
"","","","","",""
"c","","narrator","","#MISSION_04_22",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch04_SFX_CashRegister","","","",""
"MUSICTRACK","SQ_S13_LoreText_Ch04_Music_03","","","",""
"c","","narrator","","#MISSION_04_23",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch04_Stinger_07","","","",""
"t","","vendor","","#MISSION_04_24",""
"b","","bangalore","fearful","#MISSION_04_25","l"
"PLAYSOUND","SQ_S13_LoreText_Ch04_VO_07 BOTTOM","","","",""
"","","","","",""
"t","","vendor","","#MISSION_04_26",""
"b","","bangalore","angry","#MISSION_04_27","l"
"PLAYSOUND","SQ_S13_LoreText_Ch04_VO_08 BOTTOM","","","",""
"","","","","",""
"c","","narrator","","#MISSION_04_28",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch04_SFX_BangaloreWalkingStreet","","","",""
"c","","narrator","","#MISSION_04_29",""
"","","","","",""
"c","","narrator","","#MISSION_04_30",""
"BACKGROUND","loadscreen_s13quest_03","","","",""
"","","","","",""
"BACKGROUND","loadscreen_s13quest_02","","","",""
"AMBIENTTRACK","SQ_S13_LoreText_Ch04_AMB_Warehouse","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch04_Stinger_03","","","",""
"MUSICTRACK","SQ_S13_LoreText_Ch04_Music_04","","","",""
"t","","headmercenary","neutral","#MISSION_04_31","r"
"b","","newcastle","angry","#MISSION_04_32","l"
"PLAYSOUND","SQ_S13_LoreText_Ch04_VO_09 BOTTOM","","","",""
"","","","","",""
"c","","narrator","","#MISSION_04_33",""
"","","","","",""
"t","","headmercenary","neutral","#MISSION_04_34","r"
"PLAYSOUND","SQ_S13_LoreText_Ch04_Stinger_04","","","",""
"","","","","",""
"c","","narrator","","#MISSION_04_35",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch04_VO_10","","","",""
"t","","newcastle","surprised","#MISSION_04_36","r"
"b","","headmercenary","neutral","#MISSION_04_37","l"
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch04_Stinger_11","","","",""
"t","","headmercenary","neutral","#MISSION_04_38","r"
"b","","newcastle","angry","#MISSION_04_39","l"
"PLAYSOUND","SQ_S13_LoreText_Ch04_VO_11 BOTTOM","","","",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch04_Stinger_08","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch04_SFX_Coin","","","",""
"t","","headmercenary","neutral","#MISSION_04_40","r"
"","","","","",""
"c","","narrator","","#MISSION_04_41",""
"","","","","",""
"t","","headmercenary","neutral","#MISSION_04_42","r"
"b","","newcastle","sad","#MISSION_04_43","l"
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch04_SFX_NewcastleExitsWarehouse","","","",""
"c","","narrator","","#MISSION_04_44",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch04_Stinger_09","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch04_SFX_GunCocked","","","",""
"MUSICTRACK","SQ_S13_LoreText_Ch04_Music_05","","","",""
"t","","mercenary","","#MISSION_04_45",""
"","","","","",""
"c","","narrator","","#MISSION_04_46",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch04_VO_15","","","",""
"t","","bangalore","neutral","#MISSION_04_47","r"
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch04_SFX_BangaloreFight","","","",""
"MUSICTRACK","SQ_S13_LoreText_Ch04_Music_06","","","",""
"c","","narrator","","#MISSION_04_48",""
"","","","","",""
"c","","narrator","","#MISSION_04_49",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch04_SFX_WraithPortal","","","",""
"t","","wraith","neutral","#MISSION_04_50","r"
"b","","bangalore","angry","#MISSION_04_51","l"
"PLAYSOUND","SQ_S13_LoreText_Ch04_VO_12 BOTTOM","","","",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch04_SFX_MiragePsycheOut","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch04_VO_13","","","",""
"MUSICTRACK","SQ_S13_LoreText_Ch04_Music_07","","","",""
"t","","mirage","happy","#MISSION_04_52","r"
"b","","bangalore","angry","#MISSION_04_53","l"
"","","","","",""
"t","","wraith","fearful","#MISSION_04_54","r"
"b","","bangalore","neutral","#MISSION_04_55","l"
"PLAYSOUND","SQ_S13_LoreText_Ch04_VO_16 BOTTOM","","","",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch04_Stinger_10","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch04_SFX_DoorBreach","","","",""
"MUSICTRACK","SQ_S13_LoreText_Ch04_Music_08","","","",""
"c","","narrator","","#MISSION_04_56",""
"","","","","",""
"t","","mercenary","","#MISSION_04_57",""
"PLAYSOUND","SQ_S13_LoreText_Ch04_Stinger_05","","","",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch04_VO_14","","","",""
"t","","mirage","fearful","#MISSION_04_58","r"
"","","","","",""
"c","","narrator","","#MISSION_04_59",""
"","","","","",""
"c","","narrator","","#MISSION_04_NEXT",""
"string","string","string","string","string","string"
