"cmd","args","speaker","emotion","text","direction"
"t","","duardo","happy","#MISSION_07_16","r"
"AMBIENTTRACK","SQ_S12_LoreText_Ch07_SFX_Duardo_CrowdLoop_A_LP","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch07_SFX_CrowdCheersClap_B","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch07_VO_03","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch07_Stinger_02","","","",""
"","","","","",""
"AMBIENTTRACK","SQ_S12_LoreText_Ch07_AMB_Intro","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch07_SFX_CrowdCheers_A_Soft","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch07_VO_04","","","",""
"MUSICTRACK","SQ_S12_LoreText_Ch07_Music_04","","","",""
"c","","narrator","","#MISSION_07_17",""
"","","","","",""
"c","","narrator","","#MISSION_07_18",""
"","","","","",""
"c","","narrator","","#MISSION_07_19",""
"PLAYSOUND","SQ_S12_LoreText_Ch07_Stinger_03","","","",""
"","","","","",""
"c","","narrator","","#MISSION_07_20",""
"","","","","",""
"t","","octane","fearful","#MISSION_07_21","r"
"PLAYSOUND","SQ_S12_LoreText_Ch07_VO_05","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch07_VO_06 BOTTOM","","","",""
"b","","duardo","happy","#MISSION_07_22","l"
"","","","","",""
"t","","octane","sad","#MISSION_07_23","r"
"","","","","",""
"t","","octane","sad","#MISSION_07_24","r"
"PLAYSOUND","SQ_S12_LoreText_Ch07_Stinger_04","","","",""
"","","","","",""
"t","","duardo","neutral","#MISSION_07_25","r"
"PLAYSOUND","SQ_S12_LoreText_Ch07_VO_07","","","",""
"","","","","",""
"t","","duardo","neutral","#MISSION_07_26","r"
"","","","","",""
"t","","octane","sad","#MISSION_07_27","r"
"PLAYSOUND","SQ_S12_LoreText_Ch07_VO_08","","","",""
"b","","duardo","neutral","#MISSION_07_28","l"
"","","","","",""
"t","","duardo","neutral","#MISSION_07_29","r"
"PLAYSOUND","SQ_S12_LoreText_Ch07_VO_09","","","",""
"","","","","",""
"t","","duardo","neutral","#MISSION_07_30","r"
"","","","","",""
"t","","octane","neutral","#MISSION_07_31","r"
"PLAYSOUND","SQ_S12_LoreText_Ch07_VO_13","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch07_VO_10 BOTTOM","","","",""
"b","","duardo","neutral","#MISSION_07_32","l"
"","","","","",""
"t","","duardo","happy","#MISSION_07_33","r"
"PLAYSOUND","SQ_S12_LoreText_Ch07_Stinger_05","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch07_VO_11 BOTTOM","","","",""
"b","","octane","surprised","#MISSION_07_34","l"
"","","","","",""
"c","","narrator","","#MISSION_07_35",""
"PLAYSOUND","SQ_S12_LoreText_Ch07_Stinger_12","","","",""
"","","","","",""
"t","","octane","sad","#MISSION_07_36","r"
"","","","","",""
"t","","octane","sad","#MISSION_07_37","r"
"PLAYSOUND","SQ_S12_LoreText_Ch07_VO_12","","","",""
"","","","","",""
"t","","duardo","neutral","#MISSION_07_38","r"
"PLAYSOUND","SQ_S12_LoreText_Ch07_VO_14","","","",""
"b","","octane","sad","#MISSION_07_39","l"
"","","","","",""
"t","","octane","angry","#MISSION_07_40","r"
"PLAYSOUND","SQ_S12_LoreText_Ch07_Stinger_06","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch07_VO_15","","","",""
"b","","duardo","surprised","#MISSION_07_41","l"
"","","","","",""
"t","","octane","angry","#MISSION_07_42","r"
"MUSICTRACK","SQ_S12_LoreText_Ch07_Music_05","","","",""
"","","","","",""
"t","","octane","angry","#MISSION_07_43","r"
"","","","","",""
"t","","octane","sad","#MISSION_07_44","r"
"PLAYSOUND","SQ_S12_LoreText_Ch07_VO_16","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch07_Stinger_07","","","",""
"","","","","",""
"t","","octane","sad","#MISSION_07_45","r"
"","","","","",""
"t","","duardo","happy","#MISSION_07_46","r"
"PLAYSOUND","SQ_S12_LoreText_Ch07_Stinger_08","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch07_VO_17","","","",""
"","","","","",""
"t","","duardo","neutral","#MISSION_07_47","r"
"","","","","",""
"t","","duardo","sad","#MISSION_07_48","r"
"PLAYSOUND","SQ_S12_LoreText_Ch07_VO_18","","","",""
"b","","octane","surprised","#MISSION_07_49","l"
"","","","","",""
"t","","duardo","neutral","#MISSION_07_50","r"
"PLAYSOUND","SQ_S12_LoreText_Ch07_VO_19","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch07_Stinger_09 BOTTOM","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch07_VO_20 BOTTOM","","","",""
"b","","octane","sad","#MISSION_07_51","l"
"","","","","",""
"t","","duardo","neutral","#MISSION_07_52","r"
"","","","","",""
"t","","duardo","sad","#MISSION_07_53","r"
"PLAYSOUND","SQ_S12_LoreText_Ch07_VO_21","","","",""
"","","","","",""
"t","","octane","neutral","#MISSION_07_54","r"
"PLAYSOUND","SQ_S12_LoreText_Ch07_Stinger_10 BOTTOM","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch07_VO_22 BOTTOM","","","",""
"b","","duardo","happy","#MISSION_07_55","l"
"","","","","",""
"t","","duardo","happy","#MISSION_07_56","r"
"PLAYSOUND","SQ_S12_LoreText_Ch07_SFX_DuardoCaneWalk","","","",""
"","","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch07_SFX_DuardoHealingStim","","","",""
"MUSICTRACK","SQ_S12_LoreText_Ch07_Music_06","","","",""
"t","","duardo","neutral","#MISSION_07_57","r"
"","","","","",""
"t","","duardo","neutral","#MISSION_07_58","r"
"","","","","",""
"t","","duardo","happy","#MISSION_07_59","r"
"PLAYSOUND","SQ_S12_LoreText_Ch07_Stinger_11","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch07_VO_23","","","",""
"b","","octane","surprised","#MISSION_07_60","l"
"","","","","",""
"t","","duardo","happy","#MISSION_07_61","r"
"","","","","",""
"t","","duardo","neutral","#MISSION_07_62","r"
"","","","","",""
"t","","duardo","happy","#MISSION_07_63","r"
"PLAYSOUND","SQ_S12_LoreText_Ch07_VO_24","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch07_VO_25 BOTTOM","","","",""
"b","","octane","surprised","#MISSION_07_64","l"
"BACKGROUND","loadscreen_s05bp_06","","","",""
"","","","","",""
"BACKGROUND","loadscreen_s07bp_09","","","",""
"AMBIENTTRACK","SQ_S12_LoreText_Ch07_AMB_Olympus_Misc","","","",""
"MUSICTRACK","SQ_S12_LoreText_Ch07_Music_07","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch07_Stinger_13","","","",""
"c","","narrator","","#MISSION_07_65",""
"","","","","",""
"c","","narrator","","#MISSION_07_66",""
"","","","","",""
"c","","narrator","","#MISSION_07_67",""
"","","","","",""
"t","","madmaggie","happy","#MISSION_07_68","r"
"PLAYSOUND","SQ_S12_LoreText_Ch07_VO_26","","","",""
"","","","","",""
"t","","madmaggie","happy","#MISSION_07_69","r"
"","","","","",""
"t","","madmaggie","neutral","#MISSION_07_70","r"
"PLAYSOUND","SQ_S12_LoreText_Ch07_VO_27","","","",""
"b","","lifeline","neutral","#MISSION_07_71","l"
"","","","","",""
"t","","lifeline","angry","#MISSION_07_72","r"
"PLAYSOUND","SQ_S12_LoreText_Ch07_VO_28","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch07_Stinger_14","","","",""
"string","string","string","string","string","string"
