"cmd","args","speaker","emotion","text","direction"
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch06_VO_05","","","",""
"t","","wraith","angry","#MISSION_06_18","r"
"","","","","",""
"c","","narrator","","#MISSION_06_19",""
"","","","","",""
"t","","bangalore","angry","#MISSION_06_20","r"
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch06_VO_01","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch06_SFX_BangaloreReload","","","",""
"t","","bangalore","angry","#MISSION_06_21","r"
"b","","mercenary","","#MISSION_06_22",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch06_SFX_WraithRunning","","","",""
"c","","narrator","","#MISSION_06_23",""
"","","","","",""
"t","","mirage","neutral","#MISSION_06_24","r"
"","","","","",""
"t","","wraith","neutral","#MISSION_06_25","r"
"b","","mirage","neutral","#MISSION_06_26","l"
"","","","","",""
"t","","wraith","neutral","#MISSION_06_27","r"
"PLAYSOUND","SQ_S13_LoreText_Ch06_SFX_WraithVoidEnter","","","",""
"","","","","",""
"c","","narrator","","#MISSION_06_28",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch06_SFX_WraithVoidExit","","","",""
"t","","wraith","sad","#MISSION_06_29","r"
"b","","bangalore","neutral","#MISSION_06_30","l"
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch06_SFX_BangaloreSmoke","","","",""
"c","","narrator","","#MISSION_06_31",""
"","","","","",""
"t","","bangalore","neutral","#MISSION_06_32","r"
"b","","mercenary","","#MISSION_06_33",""
"PLAYSOUND","SQ_S13_LoreText_Ch06_Stinger_03 BOTTOM","","","",""
"","","","","",""
"c","","narrator","","#MISSION_06_34",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch06_SFX_Gunfire_04","","","",""
"t","","mirage","neutral","#MISSION_06_35","r"
"b","","bangalore","neutral","#MISSION_06_36","l"
"","","","","",""
"t","","bangalore","neutral","#MISSION_06_37","r"
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch06_Stinger_04","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch06_SFX_MirageFacePunched","","","",""
"c","","narrator","","#MISSION_06_38",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch06_VO_06","","","",""
"t","","wraith","surprised","#MISSION_06_39","r"
"b","","bangalore","angry","#MISSION_06_40","l"
"PLAYSOUND","SQ_S13_LoreText_Ch06_VO_07 BOTTOM","","","",""
"","","","","",""
"t","","mercenary","","#MISSION_06_41","r"
"PLAYSOUND","SQ_S13_LoreText_Ch06_SFX_GatlingGunWindUp_02","","","",""
"","","","","",""
"c","","narrator","","#MISSION_06_42",""
"","","","","",""
"t","","mirage","neutral","#MISSION_06_43","r"
"PLAYSOUND","SQ_S13_LoreText_Ch06_SFX_LifeOfTheParty","","","",""
"MUSICTRACK","SQ_S13_LoreText_Ch06_Music_05","","","",""
"","","","","",""
"t","","mirage","neutral","#MISSION_06_44","r"
"b","","mercenary","","#MISSION_06_45","l"
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch06_SFX_GatlingHitsIllusions","","","",""
"c","","narrator","","#MISSION_06_46",""
"","","","","",""
"c","","narrator","","#MISSION_06_47",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch06_VO_08","","","",""
"t","","mirage","happy","#MISSION_06_48","r"
"b","","bangalore","angry","#MISSION_06_49","l"
"PLAYSOUND","SQ_S13_LoreText_Ch06_VO_09 BOTTOM","","","",""
"","","","","",""
"c","","narrator","","#MISSION_06_50",""
"","","","","",""
"t","","wraith","neutral","#MISSION_06_51","r"
"b","","mirage","neutral","#MISSION_06_52","l"
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch06_VO_10","","","",""
"t","","bangalore","angry","#MISSION_06_53","r"
"","","","","",""
"t","","bangalore","angry","#MISSION_06_54","r"
"b","","mirage","angry","#MISSION_06_55","l"
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch06_VO_11","","","",""
"MUSICTRACK","SQ_S13_LoreText_Ch06_Music_06","","","",""
"t","","wraith","angry","#MISSION_06_56","r"
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch06_Stinger_06","","","",""
"c","","narrator","","#MISSION_06_57",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch06_VO_12","","","",""
"t","","wraith","angry","#MISSION_06_58","r"
"b","","bangalore","angry","#MISSION_06_59","l"
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch06_VO_13","","","",""
"t","","mirage","angry","#MISSION_06_60","r"
"","","","","",""
"c","","narrator","","#MISSION_06_61",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch06_Stinger_05","","","",""
"MUSICTRACK","SQ_S13_LoreText_Ch06_Music_07","","","",""
"t","","mirage","angry","#MISSION_06_62","r"
"","","","","",""
"c","","narrator","","#MISSION_06_63",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch06_SFX_BangaloreWalkAway","","","",""
"c","","narrator","","#MISSION_06_64",""
"","","","","",""
"t","","mirage","neutral","#MISSION_06_65","r"
"","","","","",""
"t","","wraith","neutral","#MISSION_06_66","r"
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch06_VO_14","","","",""
"t","","wraith","sad","#MISSION_06_67","r"
"","","","","",""
"c","","narrator","","#MISSION_06_NEXT",""
"string","string","string","string","string","string"
