"cmd","args","speaker","emotion","text","direction"
"PLAYSOUND","SQ_S14_LoreText_Ch03_VO_07","","","",""
"","","","","",""
"t","","rampart","angry","#S14_MISSION_03_23","r"
"PLAYSOUND","SQ_S14_LoreText_Ch03_VO_08","","","",""
"","","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch03_ProtestCrowd_02","","","",""
"c","","narrator","","#S14_MISSION_03_24",""
"","","","","",""
"c","","narrator","","#S14_MISSION_03_25",""
"","","","","",""
"t","","rampart","sad","#S14_MISSION_03_26","r"
"PLAYSOUND","SQ_S14_LoreText_Ch03_VO_09","","","",""
"","","","","",""
"c","","narrator","","#S14_MISSION_03_27",""
"MUSICTRACK","SQ_S14_LoreText_Ch03_Music_02","","","",""
"","","","","",""
"c","","narrator","","#S14_MISSION_03_28",""
"","","","","",""
"t","","seer","sad","#S14_MISSION_03_29","r"
"PLAYSOUND","SQ_S14_LoreText_Ch03_VO_10","","","",""
"b","","rampart","neutral","#S14_MISSION_03_30","l"
"","","","","",""
"t","","rampart","neutral","#S14_MISSION_03_31","r"
"","","","","",""
"c","","narrator","","#S14_MISSION_03_32",""
"","","","","",""
"t","","seer","happy","#S14_MISSION_03_33","r"
"PLAYSOUND","SQ_S14_LoreText_Ch03_VO_11","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch03_Stinger_03 BOTTOM","","","",""
"b","","rampart","surprised","#S14_MISSION_03_34","l"
"","","","","",""
"t","","seer","happy","#S14_MISSION_03_35","r"
"PLAYSOUND","SQ_S14_LoreText_Ch03_VO_12","","","",""
"","","","","",""
"t","","seer","happy","#S14_MISSION_03_36","r"
"PLAYSOUND","SQ_S14_LoreText_Ch03_Stinger_04","","","",""
"b","","vantage","neutral","#S14_MISSION_03_37","l"
"","","","","",""
"t","","rampart","surprised","#S14_MISSION_03_38","r"
"PLAYSOUND","SQ_S14_LoreText_Ch03_VO_13","","","",""
"b","","vantage","neutral","#S14_MISSION_03_39","l"
"","","","","",""
"t","","vantage","neutral","#S14_MISSION_03_40","r"
"PLAYSOUND","SQ_S14_LoreText_Ch03_Echo_HappyScreeches","","","",""
"","","","","",""
"t","","seer","happy","#S14_MISSION_03_41","r"
"PLAYSOUND","SQ_S14_LoreText_Ch03_VO_14","","","",""
"","","","","",""
"t","","vantage","neutral","#S14_MISSION_03_42","r"
"PLAYSOUND","SQ_S14_LoreText_Ch03_Stinger_05 BOTTOM","","","",""
"b","","seer","surprised","#S14_MISSION_03_43","l"
"","","","","",""
"t","","vantage","neutral","#S14_MISSION_03_44","r"
"","","","","",""
"c","","narrator","","#S14_MISSION_03_45",""
"","","","","",""
"t","","vantage","neutral","#S14_MISSION_03_45_1","r"
"","","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch03_VO_15 BOTTOM","","","",""
"b","","seer","happy","#S14_MISSION_03_46","l"
"","","","","",""
"t","","seer","happy","#S14_MISSION_03_47","r"
"MUSICTRACK","SQ_S14_LoreText_Ch03_Music_03","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch03_Stinger_06","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch03_VO_16 BOTTOM","","","",""
"b","","vantage","surprised","#S14_MISSION_03_48","l"
"","","","","",""
"c","","narrator","","#S14_MISSION_03_49",""
"","","","","",""
"c","","narrator","","#S14_MISSION_03_50",""
"","","","","",""
"t","","vantage","neutral","#S14_MISSION_03_51","r"
"","","","","",""
"t","","vantage","neutral","#S14_MISSION_03_52","r"
"PLAYSOUND","SQ_S14_LoreText_Ch03_VO_17 BOTTOM","","","",""
"b","","seer","happy","#S14_MISSION_03_53","l"
"","","","","",""
"t","","vantage","neutral","#S14_MISSION_03_54","r"
"PLAYSOUND","SQ_S14_LoreText_Ch03_VO_18 BOTTOM","","","",""
"b","","rampart","happy","#S14_MISSION_03_55","l"
"","","","","",""
"c","","narrator","","#S14_MISSION_03_56",""
"","","","","",""
"c","","narrator","","#S14_MISSION_03_57",""
"","","","","",""
"c","","narrator","","#S14_MISSION_03_NEXT",""
"string","string","string","string","string","string"
