"cmd","args","speaker","emotion","text","direction"
"c","","narrator","","#S14_MISSION_06_18",""
"","","","","",""
"t","","valkyrie","neutral","#S14_MISSION_06_19","r"
"PLAYSOUND","SQ_S14_LoreText_Ch06_VO_10 BOTTOM","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch06_Stinger_03","","","",""
"b","","revenant","angry","#S14_MISSION_06_20","l"
"","","","","",""
"t","","revenant","neutral","#S14_MISSION_06_21","r"
"PLAYSOUND","SQ_S14_LoreText_Ch06_VO_13 BOTTOM","","","",""
"b","","valkyrie","angry","#S14_MISSION_06_22","l"
"","","","","",""
"t","","revenant","happy","#S14_MISSION_06_23","r"
"PLAYSOUND","SQ_S14_LoreText_Ch06_VO_14","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch06_VO_15 BOTTOM","","","",""
"b","","valkyrie","angry","#S14_MISSION_06_24","l"
"","","","","",""
"t","","revenant","happy","#S14_MISSION_06_25","r"
"b","","valkyrie","neutral","#S14_MISSION_06_26","l"
"","","","","",""
"t","","revenant","angry","#S14_MISSION_06_27","r"
"PLAYSOUND","SQ_S14_LoreText_Ch06_Stinger_04","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch06_VO_16","","","",""
"b","","valkyrie","neutral","#S14_MISSION_06_28","l"
"","","","","",""
"t","","revenant","surprised","#S14_MISSION_06_29","r"
"PLAYSOUND","SQ_S14_LoreText_Ch06_VO_17","","","",""
"b","","valkyrie","happy","#S14_MISSION_06_30","l"
"","","","","",""
"t","","revenant","angry","#S14_MISSION_06_31","r"
"PLAYSOUND","SQ_S14_LoreText_Ch06_Stinger_05","","","",""
"b","","valkyrie","neutral","#S14_MISSION_06_32","l"
"","","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch06_VO_11","","","",""
"t","","revenant","angry","#S14_MISSION_06_33","r"
"b","","valkyrie","neutral","#S14_MISSION_06_34","l"
"","","","","",""
"t","","revenant","happy","#S14_MISSION_06_35","r"
"PLAYSOUND","SQ_S14_LoreText_Ch06_Stinger_06 BOTTOM","","","",""
"b","","valkyrie","angry","#S14_MISSION_06_36","l"
"","","","","",""
"t","","revenant","neutral","#S14_MISSION_06_37","r"
"","","","","",""
"t","","revenant","neutral","#S14_MISSION_06_38","r"
"","","","","",""
"t","","revenant","happy","#S14_MISSION_06_39","r"
"PLAYSOUND","SQ_S14_LoreText_Ch06_VO_12","","","",""
"","","","","",""
"t","","revenant","surprised","#S14_MISSION_06_40","r"
"PLAYSOUND","SQ_S14_LoreText_Ch06_Stinger_07","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch06_VO_18","","","",""
"","","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch06_SFX_RevenantLaugh","","","",""
"MUSICTRACK","SQ_S14_LoreText_Ch06_Music_02","","","",""
"c","","narrator","","#S14_MISSION_06_41",""
"","","","","",""
"c","","narrator","","#S14_MISSION_06_42",""
"","","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch06_SFX_Calling","","","",""
"c","","narrator","","#S14_MISSION_06_43",""
"","","","","",""
"t","","vantage","neutral","#S14_MISSION_06_44","r"
"PLAYSOUND","SQ_S14_LoreText_Ch06_SFX_AnswerPhone","","","",""
"","","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch06_SFX_HangUpBeep","","","",""
"MUSICTRACK","SQ_S14_LoreText_Ch06_Music_03","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch06_VO_19","","","",""
"t","","valkyrie","surprised","#S14_MISSION_06_45","r"
"PLAYSOUND","SQ_S14_LoreText_Ch06_Stinger_08","","","",""
"","","","","",""
"c","","narrator","","#S14_MISSION_06_46",""
"","","","","",""
"c","","narrator","","#S14_MISSION_06_47",""
"","","","","",""
"c","","narrator","","#S14_MISSION_06_48",""
"PLAYSOUND","SQ_S14_LoreText_Ch06_SFX_ValkyrieJetsFlyAway","","","",""
"","","","","",""
"c","","narrator","","#S14_MISSION_06_49",""
"","","","","",""
"c","","narrator","","#S14_MISSION_06_NEXT",""
"string","string","string","string","string","string"
