"levelIndex","displayLevel","xpPerLevel","reward","rewardQty"
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
37,38,15200,"settings/itemflav/grx_currency/credits.rpak",600
38,39,15350,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
39,40,15500,"settings/itemflav/grx_currency/credits.rpak",600
40,41,15650,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
41,42,15800,"settings/itemflav/grx_currency/credits.rpak",600
42,43,15950,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
43,44,16100,"settings/itemflav/grx_currency/credits.rpak",600
44,45,16250,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
45,46,16400,"settings/itemflav/grx_currency/credits.rpak",600
46,47,16550,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
47,48,16700,"settings/itemflav/grx_currency/credits.rpak",600
48,49,16850,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
49,50,17000,"settings/itemflav/grx_currency/credits.rpak",600
50,51,17150,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
51,52,17300,"settings/itemflav/grx_currency/credits.rpak",600
52,53,17450,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
53,54,17600,"settings/itemflav/grx_currency/credits.rpak",600
54,55,17750,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
55,56,17900,"settings/itemflav/grx_currency/credits.rpak",600
56,57,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
57,58,18000,"settings/itemflav/grx_currency/credits.rpak",600
58,59,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
59,60,18000,"settings/itemflav/grx_currency/credits.rpak",600
60,61,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
61,62,18000,"settings/itemflav/grx_currency/credits.rpak",600
62,63,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
63,64,18000,"settings/itemflav/grx_currency/credits.rpak",600
64,65,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
65,66,18000,"settings/itemflav/grx_currency/credits.rpak",600
66,67,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
67,68,18000,"settings/itemflav/grx_currency/credits.rpak",600
68,69,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
69,70,18000,"settings/itemflav/grx_currency/credits.rpak",600
70,71,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
71,72,18000,"settings/itemflav/grx_currency/credits.rpak",600
72,73,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
73,74,18000,"settings/itemflav/grx_currency/credits.rpak",600
74,75,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
75,76,18000,"settings/itemflav/grx_currency/credits.rpak",600
76,77,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
77,78,18000,"settings/itemflav/grx_currency/credits.rpak",600
78,79,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
79,80,18000,"settings/itemflav/grx_currency/credits.rpak",600
80,81,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
81,82,18000,"settings/itemflav/grx_currency/credits.rpak",600
82,83,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
83,84,18000,"settings/itemflav/grx_currency/credits.rpak",600
84,85,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
85,86,18000,"settings/itemflav/grx_currency/credits.rpak",600
86,87,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
87,88,18000,"settings/itemflav/grx_currency/credits.rpak",600
88,89,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
89,90,18000,"settings/itemflav/grx_currency/credits.rpak",600
90,91,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
91,92,18000,"settings/itemflav/grx_currency/credits.rpak",600
92,93,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
93,94,18000,"settings/itemflav/grx_currency/credits.rpak",600
94,95,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
95,96,18000,"settings/itemflav/grx_currency/credits.rpak",600
96,97,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
97,98,18000,"settings/itemflav/grx_currency/credits.rpak",600
98,99,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
0,0,0,"settings/itemflav/weapon_charm/charm_apex_mode_v20_br_ranklevel_100v01.rpak",1
99,100,18000,"settings/itemflav/grx_currency/credits.rpak",600
100,101,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
101,102,18000,"settings/itemflav/grx_currency/credits.rpak",600
102,103,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
103,104,18000,"settings/itemflav/grx_currency/credits.rpak",600
104,105,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
105,106,18000,"settings/itemflav/grx_currency/credits.rpak",600
106,107,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
107,108,18000,"settings/itemflav/grx_currency/credits.rpak",600
108,109,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
109,110,18000,"settings/itemflav/grx_currency/credits.rpak",600
110,111,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
111,112,18000,"settings/itemflav/grx_currency/credits.rpak",600
112,113,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
113,114,18000,"settings/itemflav/grx_currency/credits.rpak",600
114,115,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
115,116,18000,"settings/itemflav/grx_currency/credits.rpak",600
116,117,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
117,118,18000,"settings/itemflav/grx_currency/credits.rpak",600
118,119,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
119,120,18000,"settings/itemflav/grx_currency/credits.rpak",600
120,121,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
121,122,18000,"settings/itemflav/grx_currency/credits.rpak",600
122,123,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
123,124,18000,"settings/itemflav/grx_currency/credits.rpak",600
124,125,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
125,126,18000,"settings/itemflav/grx_currency/credits.rpak",600
126,127,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
127,128,18000,"settings/itemflav/grx_currency/credits.rpak",600
128,129,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
129,130,18000,"settings/itemflav/grx_currency/credits.rpak",600
130,131,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
131,132,18000,"settings/itemflav/grx_currency/credits.rpak",600
132,133,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
133,134,18000,"settings/itemflav/grx_currency/credits.rpak",600
134,135,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
135,136,18000,"settings/itemflav/grx_currency/credits.rpak",600
136,137,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
137,138,18000,"settings/itemflav/grx_currency/credits.rpak",600
138,139,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
139,140,18000,"settings/itemflav/grx_currency/credits.rpak",600
140,141,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
141,142,18000,"settings/itemflav/grx_currency/credits.rpak",600
142,143,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
143,144,18000,"settings/itemflav/grx_currency/credits.rpak",600
144,145,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
145,146,18000,"settings/itemflav/grx_currency/credits.rpak",600
146,147,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
147,148,18000,"settings/itemflav/grx_currency/credits.rpak",600
148,149,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
149,150,18000,"settings/itemflav/grx_currency/credits.rpak",600
150,151,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
151,152,18000,"settings/itemflav/grx_currency/credits.rpak",600
152,153,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
153,154,18000,"settings/itemflav/grx_currency/credits.rpak",600
154,155,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
155,156,18000,"settings/itemflav/grx_currency/credits.rpak",600
156,157,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
157,158,18000,"settings/itemflav/grx_currency/credits.rpak",600
158,159,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
159,160,18000,"settings/itemflav/grx_currency/credits.rpak",600
160,161,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
161,162,18000,"settings/itemflav/grx_currency/credits.rpak",600
162,163,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
163,164,18000,"settings/itemflav/grx_currency/credits.rpak",600
164,165,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
165,166,18000,"settings/itemflav/grx_currency/credits.rpak",600
166,167,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
167,168,18000,"settings/itemflav/grx_currency/credits.rpak",600
168,169,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
169,170,18000,"settings/itemflav/grx_currency/credits.rpak",600
170,171,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
171,172,18000,"settings/itemflav/grx_currency/credits.rpak",600
172,173,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
173,174,18000,"settings/itemflav/grx_currency/credits.rpak",600
174,175,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
175,176,18000,"settings/itemflav/grx_currency/credits.rpak",600
176,177,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
177,178,18000,"settings/itemflav/grx_currency/credits.rpak",600
178,179,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
179,180,18000,"settings/itemflav/grx_currency/credits.rpak",600
180,181,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
181,182,18000,"settings/itemflav/grx_currency/credits.rpak",600
182,183,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
183,184,18000,"settings/itemflav/grx_currency/credits.rpak",600
184,185,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
185,186,18000,"settings/itemflav/grx_currency/credits.rpak",600
186,187,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
187,188,18000,"settings/itemflav/grx_currency/credits.rpak",600
188,189,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
189,190,18000,"settings/itemflav/grx_currency/credits.rpak",600
190,191,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
191,192,18000,"settings/itemflav/grx_currency/credits.rpak",600
192,193,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
193,194,18000,"settings/itemflav/grx_currency/credits.rpak",600
194,195,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
195,196,18000,"settings/itemflav/grx_currency/credits.rpak",600
196,197,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
197,198,18000,"settings/itemflav/grx_currency/credits.rpak",600
198,199,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
0,0,0,"settings/itemflav/weapon_charm/charm_apex_mode_v20_br_ranklevel_200v01.rpak",1
199,200,18000,"settings/itemflav/grx_currency/credits.rpak",600
200,201,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
201,202,18000,"settings/itemflav/grx_currency/credits.rpak",600
202,203,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
203,204,18000,"settings/itemflav/grx_currency/credits.rpak",600
204,205,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
205,206,18000,"settings/itemflav/grx_currency/credits.rpak",600
206,207,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
207,208,18000,"settings/itemflav/grx_currency/credits.rpak",600
208,209,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
209,210,18000,"settings/itemflav/grx_currency/credits.rpak",600
210,211,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
211,212,18000,"settings/itemflav/grx_currency/credits.rpak",600
212,213,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
213,214,18000,"settings/itemflav/grx_currency/credits.rpak",600
214,215,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
215,216,18000,"settings/itemflav/grx_currency/credits.rpak",600
216,217,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
217,218,18000,"settings/itemflav/grx_currency/credits.rpak",600
218,219,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
219,220,18000,"settings/itemflav/grx_currency/credits.rpak",600
220,221,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
221,222,18000,"settings/itemflav/grx_currency/credits.rpak",600
222,223,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
223,224,18000,"settings/itemflav/grx_currency/credits.rpak",600
224,225,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
225,226,18000,"settings/itemflav/grx_currency/credits.rpak",600
226,227,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
227,228,18000,"settings/itemflav/grx_currency/credits.rpak",600
228,229,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
229,230,18000,"settings/itemflav/grx_currency/credits.rpak",600
230,231,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
231,232,18000,"settings/itemflav/grx_currency/credits.rpak",600
232,233,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
233,234,18000,"settings/itemflav/grx_currency/credits.rpak",600
234,235,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
235,236,18000,"settings/itemflav/grx_currency/credits.rpak",600
236,237,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
237,238,18000,"settings/itemflav/grx_currency/credits.rpak",600
238,239,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
239,240,18000,"settings/itemflav/grx_currency/credits.rpak",600
240,241,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
241,242,18000,"settings/itemflav/grx_currency/credits.rpak",600
242,243,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
243,244,18000,"settings/itemflav/grx_currency/credits.rpak",600
244,245,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
245,246,18000,"settings/itemflav/grx_currency/credits.rpak",600
246,247,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
247,248,18000,"settings/itemflav/grx_currency/credits.rpak",600
248,249,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
249,250,18000,"settings/itemflav/grx_currency/credits.rpak",600
250,251,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
251,252,18000,"settings/itemflav/grx_currency/credits.rpak",600
252,253,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
253,254,18000,"settings/itemflav/grx_currency/credits.rpak",600
254,255,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
255,256,18000,"settings/itemflav/grx_currency/credits.rpak",600
256,257,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
257,258,18000,"settings/itemflav/grx_currency/credits.rpak",600
258,259,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
259,260,18000,"settings/itemflav/grx_currency/credits.rpak",600
260,261,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
261,262,18000,"settings/itemflav/grx_currency/credits.rpak",600
262,263,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
263,264,18000,"settings/itemflav/grx_currency/credits.rpak",600
264,265,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
265,266,18000,"settings/itemflav/grx_currency/credits.rpak",600
266,267,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
267,268,18000,"settings/itemflav/grx_currency/credits.rpak",600
268,269,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
269,270,18000,"settings/itemflav/grx_currency/credits.rpak",600
270,271,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
271,272,18000,"settings/itemflav/grx_currency/credits.rpak",600
272,273,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
273,274,18000,"settings/itemflav/grx_currency/credits.rpak",600
274,275,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
275,276,18000,"settings/itemflav/grx_currency/credits.rpak",600
276,277,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
277,278,18000,"settings/itemflav/grx_currency/credits.rpak",600
278,279,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
279,280,18000,"settings/itemflav/grx_currency/credits.rpak",600
280,281,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
281,282,18000,"settings/itemflav/grx_currency/credits.rpak",600
282,283,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
283,284,18000,"settings/itemflav/grx_currency/credits.rpak",600
284,285,18000,"settings/itemflav/pack/cosmetic_rare.rpak",1
0,0,0,"settings/itemflav/grx_currency/credits.rpak",600
285,286,18000,"settings/itemflav/grx_currency/credits.rpak",600
