"levelIndex","xpPerLevel","reward","rewardQty","premium","notes"
31,0,"settings/itemflav/gcard_tracker/bloodhound/season01_damage_done.rpak",1,false,""
32,29500,"settings/itemflav/gcard_tracker/pathfinder/season01_kills.rpak",1,true,""
33,29500,"settings/itemflav/weapon_skin/eva/season01_rare_a.rpak",1,true,""
33,0,"settings/itemflav/pack/cosmetic_rare.rpak",1,false,""
34,29500,"settings/itemflav/gcard_badge/account/season01_bplevel.rpak",1,true,""
35,29500,"settings/itemflav/character_intro_quip/caustic/season01_common_01.rpak",1,true,""
35,0,"settings/itemflav/gcard_tracker/lifeline/season01_damage_done.rpak",1,false,""
36,29500,"settings/itemflav/grx_currency/premium.rpak",50,true,""
37,29500,"settings/itemflav/gcard_tracker/caustic/season01_kills.rpak",1,true,""
37,0,"settings/itemflav/gcard_tracker/octane/season01_damage_done.rpak",1,false,""
38,29500,"settings/itemflav/weapon_skin/flatline/season01_rare_b.rpak",1,true,""
39,29500,"settings/itemflav/gcard_badge/account/season01_bplevel.rpak",1,true,""
39,0,"settings/itemflav/gcard_tracker/wraith/season01_damage_done.rpak",1,false,""
40,29500,"settings/itemflav/grx_currency/premium.rpak",50,true,""
41,29500,"settings/itemflav/xp_boost/battlepass_season01.rpak",1,true,""
41,0,"settings/itemflav/gcard_tracker/mirage/season01_damage_done.rpak",1,false,""
42,29500,"settings/itemflav/pack/cosmetic_rare.rpak",1,true,""
43,29500,"settings/itemflav/weapon_skin/alternator/season01_rare_a.rpak",1,true,""
43,0,"settings/itemflav/gcard_tracker/pathfinder/season01_damage_done.rpak",1,false,""
44,29500,"settings/itemflav/gcard_badge/account/season01_bplevel.rpak",1,true,""
45,29500,"settings/itemflav/character_intro_quip/gibraltar/season01_common_01.rpak",1,true,""
45,0,"settings/itemflav/pack/cosmetic_rare.rpak",1,false,""
46,29500,"settings/itemflav/grx_currency/premium.rpak",50,true,""
47,29500,"settings/itemflav/gcard_tracker/gibraltar/season01_kills.rpak",1,true,""
47,0,"settings/itemflav/character_skin/octane/season01_rare_01.rpak",1,false,""
48,29500,"settings/itemflav/weapon_skin/peacekeeper/season01_rare_c.rpak",1,true,""
49,29500,"settings/itemflav/gcard_badge/account/season01_bplevel.rpak",1,true,""
50,29500,"settings/itemflav/weapon_skin/pdw/season01_epic_01.rpak",1,true,""
51,29500,"settings/itemflav/xp_boost/battlepass_season01.rpak",1,true,""
52,29500,"settings/itemflav/pack/cosmetic_rare.rpak",1,true,""
53,29500,"settings/itemflav/weapon_skin/devotion/season01_rare_c.rpak",1,true,""
54,29500,"settings/itemflav/gcard_badge/account/season01_bplevel.rpak",1,true,""
55,29500,"settings/itemflav/character_intro_quip/wraith/season01_common_01.rpak",1,true,""
56,29500,"settings/itemflav/grx_currency/premium.rpak",100,true,""
57,29500,"settings/itemflav/gcard_tracker/octane/season01_kills.rpak",1,true,""
58,29500,"settings/itemflav/weapon_skin/mastiff/season01_rare_a.rpak",1,true,""
59,29500,"settings/itemflav/gcard_badge/account/season01_bplevel.rpak",1,true,""
60,29500,"settings/itemflav/gcard_frame/lifeline/season01_rare_01.rpak",1,true,""
61,29500,"settings/itemflav/xp_boost/battlepass_season01.rpak",1,true,""
62,29500,"settings/itemflav/grx_currency/premium.rpak",100,true,""
63,29500,"settings/itemflav/weapon_skin/semipistol/season01_rare_c.rpak",1,true,""
64,29500,"settings/itemflav/gcard_badge/account/season01_bplevel.rpak",1,true,""
65,29500,"settings/itemflav/character_intro_quip/bloodhound/season01_common_01.rpak",1,true,""
66,29500,"settings/itemflav/grx_currency/premium.rpak",100,true,""
67,29500,"settings/itemflav/gcard_tracker/lifeline/season01_kills.rpak",1,true,""
68,29500,"settings/itemflav/weapon_skin/energy_ar/season01_rare_a.rpak",1,true,""
69,29500,"settings/itemflav/gcard_badge/account/season01_bplevel.rpak",1,true,""
70,29500,"settings/itemflav/gcard_frame/bloodhound/season01_rare_01.rpak",1,true,""
71,29500,"settings/itemflav/xp_boost/battlepass_season01.rpak",1,true,""
72,29500,"settings/itemflav/pack/cosmetic_rare.rpak",1,true,""
73,29500,"settings/itemflav/weapon_skin/r97/season01_rare_c.rpak",1,true,""
74,29500,"settings/itemflav/gcard_badge/account/season01_bplevel.rpak",1,true,""
75,29500,"settings/itemflav/character_intro_quip/octane/season01_common_01.rpak",1,true,""
76,29500,"settings/itemflav/grx_currency/premium.rpak",100,true,""
77,29500,"settings/itemflav/gcard_tracker/bangalore/season01_kills.rpak",1,true,""
78,29500,"settings/itemflav/weapon_skin/wingman/season01_rare_b.rpak",1,true,""
79,29500,"settings/itemflav/gcard_badge/account/season01_bplevel.rpak",1,true,""
80,29500,"settings/itemflav/gcard_frame/gibraltar/season01_rare_01.rpak",1,true,""
81,29500,"settings/itemflav/xp_boost/battlepass_season01.rpak",1,true,""
82,29500,"settings/itemflav/pack/cosmetic_rare.rpak",1,true,""
83,29500,"settings/itemflav/weapon_skin/autopistol/season01_rare_a.rpak",1,true,""
84,29500,"settings/itemflav/gcard_badge/account/season01_bplevel.rpak",1,true,""
85,29500,"settings/itemflav/pack/cosmetic_legendary.rpak",1,true,""
86,29500,"settings/itemflav/grx_currency/premium.rpak",100,true,""
87,29500,"settings/itemflav/gcard_frame/caustic/season01_rare_01.rpak",1,true,""
88,29500,"settings/itemflav/xp_boost/battlepass_season01.rpak",1,true,""
89,29500,"settings/itemflav/gcard_badge/account/season01_bplevel.rpak",1,true,""
90,29500,"settings/itemflav/gcard_frame/pathfinder/season01_rare_01.rpak",1,true,""
91,29500,"settings/itemflav/xp_boost/battlepass_season01.rpak",1,true,""
92,29500,"settings/itemflav/pack/cosmetic_rare.rpak",1,true,""
93,29500,"settings/itemflav/weapon_skin/g7/season01_rare_a.rpak",1,true,""
94,29500,"settings/itemflav/gcard_badge/account/season01_bplevel.rpak",1,true,""
95,29500,"settings/itemflav/character_intro_quip/lifeline/season01_common_01.rpak",1,true,""
96,29500,"settings/itemflav/grx_currency/premium.rpak",100,true,""
97,29500,"settings/itemflav/gcard_frame/bangalore/season01_rare_01.rpak",1,true,""
98,29500,"settings/itemflav/weapon_skin/r301/season01_rare_c.rpak",1,true,""
99,29500,"settings/itemflav/gcard_badge/account/season01_bplevel.rpak",1,true,""
99,0,"settings/itemflav/weapon_skin/energy_ar/legendary_04.rpak",1,true,""
100,29500,"",0,false,""
101,29500,"",0,false,""
102,29500,"",0,false,""
103,29500,"",0,false,""
104,29500,"",0,false,""
105,29500,"",0,false,""
106,29500,"",0,false,""
107,29500,"",0,false,""
108,29500,"",0,false,""
109,29500,"settings/itemflav/gcard_badge/account/season01_bplevel.rpak",1,true,""
109,0,"settings/itemflav/weapon_skin/energy_ar/legendary_05.rpak",1,true,""
"int","int","asset","int","bool","string"
