"cmd","args","speaker","emotion","text","direction"
"t","","catalyst","neutral","#S15_MISSION_04_17","r"
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch04_SFX_CatalystShortWalk","","","",""
"c","","narrator","","#S15_MISSION_04_18",""
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch04_VO_03","","","",""
"t","","catalyst","happy","#S15_MISSION_04_19","r"
"b","","seer","sad","#S15_MISSION_04_20","l"
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch04_SFX_Thunder_B","","","",""
"c","","narrator","","#S15_MISSION_04_21",""
"","","","","",""
"c","","narrator","","#S15_MISSION_04_22",""
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch04_Stinger_03","","","",""
"c","","narrator","","#S15_MISSION_04_23",""
"","","","","",""
"t","","catalyst","neutral","#S15_MISSION_04_24","r"
"b","","seer","neutral","#S15_MISSION_04_25","l"
"","","","","",""
"t","","catalyst","neutral","#S15_MISSION_04_26","r"
"b","","seer","sad","#S15_MISSION_04_27","l"
"PLAYSOUND","SQ_S15_LoreText_Ch04_VO_04 BOTTOM","","","",""
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch04_Stinger_04","","","",""
"c","","narrator","","#S15_MISSION_04_28",""
"","","","","",""
"t","","catalyst","neutral","#S15_MISSION_04_29","r"
"b","","seer","fearful","#S15_MISSION_04_30","l"
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch04_VO_05","","","",""
"t","","seer","sad","#S15_MISSION_04_31","r"
"b","","catalyst","neutral","#S15_MISSION_04_32","l"
"","","","","",""
"t","","catalyst","sad","#S15_MISSION_04_33","r"
"","","","","",""
"t","","catalyst","neutral","#S15_MISSION_04_34","r"
"","","","","",""
"t","","catalyst","neutral","#S15_MISSION_04_35","r"
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch04_Stinger_05","","","",""
"c","","narrator","","#S15_MISSION_04_36",""
"","","","","",""
"t","","seer","sad","#S15_MISSION_04_37","r"
"","","","","",""
"t","","seer","neutral","#S15_MISSION_04_38","r"
"b","","catalyst","angry","#S15_MISSION_04_39","l"
"PLAYSOUND","SQ_S15_LoreText_Ch04_VO_06 BOTTOM","","","",""
"","","","","",""
"t","","seer","neutral","#S15_MISSION_04_40","r"
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch04_VO_07","","","",""
"MUSICTRACK","SQ_S15_LoreText_Ch04_Music_03","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch04_Stinger_06","","","",""
"t","","catalyst","angry","#S15_MISSION_04_41","r"
"b","","seer","surprised","#S15_MISSION_04_42","l"
"PLAYSOUND","SQ_S15_LoreText_Ch04_VO_10 BOTTOM","","","",""
"","","","","",""
"t","","catalyst","neutral","#S15_MISSION_04_43","r"
"","","","","",""
"t","","catalyst","neutral","#S15_MISSION_04_44","r"
"","","","","",""
"t","","catalyst","neutral","#S15_MISSION_04_45","r"
"b","","seer","fearful","#S15_MISSION_04_46","l"
"","","","","",""
"t","","catalyst","neutral","#S15_MISSION_04_47","r"
"b","","seer","sad","#S15_MISSION_04_48","l"
"PLAYSOUND","SQ_S15_LoreText_Ch04_VO_08 BOTTOM","","","",""
"","","","","",""
"t","","seer","neutral","#S15_MISSION_04_49","r"
"","","","","",""
"c","","narrator","","#S15_MISSION_04_50",""
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch04_SFX_Handshake","","","",""
"c","","narrator","","#S15_MISSION_04_51",""
"","","","","",""
"t","","seer","neutral","#S15_MISSION_04_52","r"
"b","","catalyst","neutral","#S15_MISSION_04_53","l"
"PLAYSOUND","SQ_S15_LoreText_Ch04_Stinger_07 BOTTOM","","","",""
"","","","","",""
"c","","narrator","","#S15_MISSION_04_END",""
"string","string","string","string","string","string"
