"cmd","args","speaker","emotion","text","direction"
"t","","duardo","neutral","#MISSION_01_13","r"
"PLAYSOUND","SQ_S12_LoreText_Ch01_VO_13","","","",""
"","","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch01_SFX_LifelinesPhoneVideoOff","","","",""
"AMBIENTTRACK","SQ_S12_LoreText_Ch01_AMB_Default","","","",""
"","","","","",""
"t","","octane","angry","#MISSION_01_14","r"
"PLAYSOUND","SQ_S12_LoreText_Ch01_VO_14","","","",""
"b","","lifeline","neutral","#MISSION_01_15","l"
"","","","","",""
"t","","lifeline","angry","#MISSION_01_16","r"
"PLAYSOUND","SQ_S12_LoreText_Ch01_Stinger_05","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch01_VO_16","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch01_VO_17 BOTTOM","","","",""
"b","","octane","sad","#MISSION_01_17","l"
"","","","","",""
"t","","madmaggie","neutral","#MISSION_01_18","r"
"MUSICTRACK","SQ_S12_LoreText_Ch01_Music_03","","","",""
"","","","","",""
"t","","madmaggie","neutral","#MISSION_01_19","r"
"","","","","",""
"t","","lifeline","surprised","#MISSION_01_20","r"
"PLAYSOUND","SQ_S12_LoreText_Ch01_Stinger_06","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch01_VO_20","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch01_VO_21 BOTTOM","","","",""
"b","","madmaggie","neutral","#MISSION_01_21","l"
"","","","","",""
"t","","lifeline","neutral","#MISSION_01_22","r"
"PLAYSOUND","SQ_S12_LoreText_Ch01_VO_23 BOTTOM","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch01_Stinger_07 BOTTOM","","","",""
"b","","octane","happy","#MISSION_01_23","l"
"","","","","",""
"t","","madmaggie","angry","#MISSION_01_24","r"
"PLAYSOUND","SQ_S12_LoreText_Ch01_Stinger_08","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch01_VO_24","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch01_VO_25 BOTTOM","","","",""
"b","","octane","surprised","#MISSION_01_25","l"
"","","","","",""
"t","","lifeline","angry","#MISSION_01_26","r"
"b","","octane","surprised","#MISSION_01_27","l"
"","","","","",""
"t","","lifeline","angry","#MISSION_01_28","r"
"PLAYSOUND","SQ_S12_LoreText_Ch01_Stinger_09","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch01_VO_28","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch01_VO_29 BOTTOM","","","",""
"b","","octane","angry","#MISSION_01_29","l"
"","","","","",""
"t","","octane","angry","#MISSION_01_30","r"
"MUSICTRACK","SQ_S12_LoreText_Ch01_Music_04","","","",""
"","","","","",""
"t","","octane","angry","#MISSION_01_31","r"
"PLAYSOUND","SQ_S12_LoreText_Ch01_VO_31","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch01_Stinger_10","","","",""
"","","","","",""
"t","","lifeline","neutral","#MISSION_01_32","r"
"PLAYSOUND","SQ_S12_LoreText_Ch01_VO_32","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch01_VO_33 BOTTOM","","","",""
"b","","madmaggie","happy","#MISSION_01_33","l"
"","","","","",""
"t","","octane","sad","#MISSION_01_34","r"
"PLAYSOUND","SQ_S12_LoreText_Ch01_VO_34","","","",""
"b","","lifeline","sad","#MISSION_01_35","l"
"","","","","",""
"t","","octane","sad","#MISSION_01_36","r"
"","","","","",""
"t","","octane","happy","#MISSION_01_37","r"
"PLAYSOUND","SQ_S12_LoreText_Ch01_Stinger_11","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch01_VO_37","","","",""
"MUSICTRACK","SQ_S12_LoreText_Ch01_Music_05","","","",""
"","","","","",""
"t","","lifeline","angry","#MISSION_01_38","r"
"PLAYSOUND","SQ_S12_LoreText_Ch01_VO_38","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch01_VO_39 BOTTOM","","","",""
"b","","octane","angry","#MISSION_01_39","l"
"","","","","",""
"t","","madmaggie","neutral","#MISSION_01_40","r"
"","","","","",""
"t","","madmaggie","neutral","#MISSION_01_41","r"
"b","","lifeline","angry","#MISSION_01_42","l"
"","","","","",""
"t","","madmaggie","happy","#MISSION_01_43","r"
"PLAYSOUND","SQ_S12_LoreText_Ch01_VO_43","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch01_Stinger_12","","","",""
"","","","","",""
"t","","madmaggie","neutral","#MISSION_01_44","r"
"","","","","",""
"t","","madmaggie","neutral","#MISSION_01_45","r"
"","","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch01_SFX_MaggieFootstepsExit","","","",""
"","","","","",""
"t","","octane","neutral","#MISSION_01_46","r"
"PLAYSOUND","SQ_S12_LoreText_Ch01_Stinger_13","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch01_VO_46","","","",""
"b","","lifeline","neutral","#MISSION_01_47","l"
"","","","","",""
"t","","octane","sad","#MISSION_01_48","r"
"PLAYSOUND","SQ_S12_LoreText_Ch01_VO_48","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch01_VO_49 BOTTOM","","","",""
"b","","lifeline","sad","#MISSION_01_49","l"
"","","","","",""
"c","","narrator","","#MISSION_01_NEXT",""
"string","string","string","string","string","string"
