"cmd","args","speaker","emotion","text","direction"
"PLAYSOUND","SQ_S14_LoreText_Ch07_VO_07","","","",""
"","","","","",""
"t","","mirage","sad","#S14_MISSION_07_18","r"
"PLAYSOUND","SQ_S14_LoreText_Ch07_SFX_DrinkStrawAgain","","","",""
"","","","","",""
"t","","mirage","sad","#S14_MISSION_07_19","r"
"PLAYSOUND","SQ_S14_LoreText_Ch07_VO_08","","","",""
"b","","vantage","neutral","#S14_MISSION_07_20","l"
"","","","","",""
"t","","vantage","neutral","#S14_MISSION_07_21","r"
"b","","mirage","neutral","#S14_MISSION_07_22","l"
"","","","","",""
"c","","narrator","","#S14_MISSION_07_23",""
"PLAYSOUND","SQ_S14_LoreText_Ch07_SFX_TvSound_GameFinished","","","",""
"","","","","",""
"c","","narrator","","#S14_MISSION_07_24",""
"","","","","",""
"t","","vantage","happy_on_tv","#S14_MISSION_07_25","r"
"PLAYSOUND","SQ_S14_LoreText_Ch07_SFX_TV_ClickRemote_StacticOff BOTTOM","","","",""
"b","","newscaster","happy","#S14_MISSION_07_26","l"
"","","","","",""
"t","","vantage","sad","#S14_MISSION_07_27","r"
"PLAYSOUND","SQ_S14_LoreText_Ch07_Stinger_03","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch07_VO_09","","","",""
"","","","","",""
"t","","vantage","sad","#S14_MISSION_07_28","r"
"PLAYSOUND","SQ_S14_LoreText_Ch07_VO_10","","","",""
"","","","","",""
"t","","mirage","neutral","#S14_MISSION_07_29","r"
"b","","vantage","neutral","#S14_MISSION_07_30","l"
"","","","","",""
"t","","mirage","neutral","#S14_MISSION_07_31","r"
"b","","vantage","neutral","#S14_MISSION_07_32","l"
"","","","","",""
"t","","mirage","neutral","#S14_MISSION_07_33","r"
"","","","","",""
"t","","mirage","neutral","#S14_MISSION_07_34","r"
"PLAYSOUND","SQ_S14_LoreText_Ch07_SFX_TV_StacticOn","","","",""
"","","","","",""
"c","","narrator","","#S14_MISSION_07_35",""
"","","","","",""
"t","","mirage","happy_on_tv","#S14_MISSION_07_36","r"
"","","","","",""
"t","","mirage","happy_on_tv","#S14_MISSION_07_37","r"
"PLAYSOUND","SQ_S14_LoreText_Ch07_SFX_TV_StacticOff BOTTOM","","","",""
"b","","newscaster","","#S14_MISSION_07_38","l"
"","","","","",""
"t","","mirage","neutral","#S14_MISSION_07_39","r"
"","","","","",""
"t","","vantage","neutral","#S14_MISSION_07_40","r"
"","","","","",""
"t","","vantage","surprised","#S14_MISSION_07_41","r"
"PLAYSOUND","SQ_S14_LoreText_Ch07_Stinger_04","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch07_VO_11","","","",""
"","","","","",""
"t","","vantage","happy","#S14_MISSION_07_42","r"
"PLAYSOUND","SQ_S14_LoreText_Ch07_VO_12","","","",""
"","","","","",""
"t","","vantage","neutral","#S14_MISSION_07_43","r"
"MUSICTRACK","SQ_S14_LoreText_Ch07_Music_02","","","",""
"b","","mirage","happy","#S14_MISSION_07_44","l"
"","","","","",""
"t","","mirage","happy","#S14_MISSION_07_45","r"
"","","","","",""
"t","","mirage","sad","#S14_MISSION_07_46","r"
"PLAYSOUND","SQ_S14_LoreText_Ch07_VO_13","","","",""
"","","","","",""
"t","","mirage","sad","#S14_MISSION_07_47","r"
"PLAYSOUND","SQ_S14_LoreText_Ch07_VO_14","","","",""
"","","","","",""
"t","","vantage","sad","#S14_MISSION_07_48","r"
"PLAYSOUND","SQ_S14_LoreText_Ch07_VO_15 BOTTOM","","","",""
"b","","mirage","sad","#S14_MISSION_07_49","l"
"","","","","",""
"t","","vantage","happy","#S14_MISSION_07_50","r"
"PLAYSOUND","SQ_S14_LoreText_Ch07_VO_16","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch07_VO_17 BOTTOM","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch07_Stinger_05 BOTTOM","","","",""
"b","","mirage","surprised","#S14_MISSION_07_51","l"
"","","","","",""
"t","","vantage","happy","#S14_MISSION_07_52","r"
"PLAYSOUND","SQ_S14_LoreText_Ch07_VO_18","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch07_VO_19 BOTTOM","","","",""
"b","","mirage","happy","#S14_MISSION_07_53","l"
"PLAYSOUND","SQ_S14_LoreText_Ch07_SFX_OpenDoor","","","",""
"","","","","",""
"t","","horizon","surprised","#S14_MISSION_07_54","r"
"PLAYSOUND","SQ_S14_LoreText_Ch07_SFX_Jukebox_Start","","","",""
"MUSICTRACK","SQ_S14_LoreText_Ch07_Music_03","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch07_VO_20","","","",""
"b","","crypto","neutral","#S14_MISSION_07_55","l"
"","","","","",""
"t","","mirage","surprised","#S14_MISSION_07_56","r"
"PLAYSOUND","SQ_S14_LoreText_Ch07_Stinger_06","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch07_SFX_FeetDancing","","","",""
"","","","","",""
"t","","vantage","happy","#S14_MISSION_07_57","r"
"PLAYSOUND","SQ_S14_LoreText_Ch07_AMB_INT_PartyPeople","","","",""
"","","","","",""
"t","","wraith","neutral","#S14_MISSION_07_58","r"
"PLAYSOUND","SQ_S14_LoreText_Ch07_VO_21 BOTTOM","","","",""
"b","","mirage","surprised","#S14_MISSION_07_59","l"
"","","","","",""
"t","","wraith","happy","#S14_MISSION_07_60","r"
"PLAYSOUND","SQ_S14_LoreText_Ch07_VO_22","","","",""
"b","","mirage","happy","#S14_MISSION_07_61","l"
"","","","","",""
"t","","pathfinder","happy","#S14_MISSION_07_62","r"
"PLAYSOUND","SQ_S14_LoreText_Ch07_VO_23","","","",""
"","","","","",""
"c","","narrator","","#S14_MISSION_07_63",""
"","","","","",""
"c","","narrator","","#S14_MISSION_07_64",""
"","","","","",""
"c","","narrator","","#S14_MISSION_07_65",""
"","","","","",""
"t","","mirage","sad","#S14_MISSION_07_66","r"
"PLAYSOUND","SQ_S14_LoreText_Ch07_VO_24","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch07_VO_25 BOTTOM","","","",""
"b","","pathfinder","fearful","#S14_MISSION_07_67","l"
"PLAYSOUND","SQ_S14_LoreText_Ch07_SFX_FlickScreen BOTTOM","","","",""
"","","","","",""
"t","","pathfinder","happy","#S14_MISSION_07_68","r"
"PLAYSOUND","SQ_S14_LoreText_Ch07_VO_26","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch07_VO_27 BOTTOM","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch07_Stinger_07 BOTTOM","","","",""
"b","","rampart","surprised","#S14_MISSION_07_69","l"
"","","","","",""
"t","","mirage","angry","#S14_MISSION_07_70","r"
"PLAYSOUND","SQ_S14_LoreText_Ch07_VO_28","","","",""
"","","","","",""
"t","","mirage","sad","#S14_MISSION_07_71","r"
"PLAYSOUND","SQ_S14_LoreText_Ch07_Stinger_08","","","",""
"","","","","",""
"t","","mirage","sad","#S14_MISSION_07_72","r"
"PLAYSOUND","SQ_S14_LoreText_Ch07_VO_29","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch07_VO_30 BOTTOM","","","",""
"b","","pathfinder","happy","#S14_MISSION_07_73","l"
"","","","","",""
"t","","mirage","happy","#S14_MISSION_07_74","r"
"PLAYSOUND","SQ_S14_LoreText_Ch07_VO_31","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch07_VO_32 BOTTOM","","","",""
"b","","vantage","happy","#S14_MISSION_07_75","l"
"","","","","",""
"c","","narrator","","#S14_MISSION_07_76",""
"","","","","",""
"c","","narrator","","#S14_MISSION_07_77",""
"","","","","",""
"c","","narrator","","#S14_MISSION_07_78",""
"","","","","",""
"c","","narrator","","#S14_MISSION_07_79",""
"","","","","",""
"c","","narrator","","#S14_MISSION_07_NEXT",""
"string","string","string","string","string","string"
