"levelIndex","xpPerLevel","reward","rewardQty","premium","notes"
46,29500,"settings/itemflav/weapon_skin/chargerifle/s04bp_rare_01.rpak",1,true,""
47,29500,"settings/itemflav/loadscreen/s04bp_01.rpak",1,true,""
48,29500,"settings/itemflav/gcard_frame/bangalore/s04bp_rare_01.rpak",1,true,""
49,29500,"settings/itemflav/character_skin/wattson/s04bp_legendary_01.rpak",1,true,""
50,29500,"settings/itemflav/weapon_skin/r301/s04bp_rare_01.rpak",1,true,""
51,29500,"settings/itemflav/gcard_frame/crypto/s04bp_rare_01.rpak",1,true,""
52,29500,"settings/itemflav/grx_currency/premium.rpak",100,true,""
53,29500,"settings/itemflav/xp_boost/battlepass_season04.rpak",1,true,""
54,29500,"settings/itemflav/weapon_skin/lstar/s04bp_rare_01.rpak",1,true,""
55,29500,"settings/itemflav/gcard_frame/mirage/s04bp_rare_01.rpak",1,true,""
56,29500,"settings/itemflav/loadscreen/s04bp_02.rpak",1,true,""
57,29500,"settings/itemflav/grx_currency/crafting.rpak",120,true,""
58,29500,"settings/itemflav/weapon_skin/flatline/s04bp_rare_01.rpak",1,true,""
59,0,"settings/itemflav/character_skin/caustic/s04bp_rare_01.rpak",1,false,""
59,29500,"settings/itemflav/pack/cosmetic_rare.rpak",1,true,""
60,29500,"settings/itemflav/weapon_charm/charm_apex_theme_v20_assim_arthur_robo01.rpak",1,true,""
61,29500,"settings/itemflav/loadscreen/s04bp_07.rpak",1,true,""
62,29500,"settings/itemflav/weapon_skin/tripletake/s04bp_rare_01.rpak",1,true,""
63,29500,"settings/itemflav/xp_boost/battlepass_season04.rpak",1,true,""
64,29500,"settings/itemflav/grx_currency/premium.rpak",100,true,""
65,29500,"settings/itemflav/grx_currency/crafting.rpak",120,true,""
66,29500,"settings/itemflav/weapon_skin/semipistol/s04bp_rare_01.rpak",1,true,""
67,29500,"settings/itemflav/gcard_frame/caustic/s04bp_rare_01.rpak",1,true,""
68,29500,"settings/itemflav/pack/cosmetic_epic.rpak",1,true,""
69,29500,"settings/itemflav/musicpack/s04bp_revenant.rpak",1,true,""
70,29500,"settings/itemflav/weapon_skin/sentinel/s04bp_rare_01.rpak",1,true,""
71,29500,"settings/itemflav/grx_currency/crafting.rpak",120,true,""
72,29500,"settings/itemflav/loadscreen/s04bp_08.rpak",1,true,""
73,29500,"settings/itemflav/xp_boost/battlepass_season04.rpak",1,true,""
74,29500,"settings/itemflav/weapon_skin/peacekeeper/s04bp_rare_01.rpak",1,true,""
75,29500,"settings/itemflav/character_kill_quip/wattson/s04bp_rare_01.rpak",1,true,""
76,29500,"settings/itemflav/gcard_frame/octane/s04bp_epic_01.rpak",1,true,""
77,29500,"settings/itemflav/loadscreen/s04bp_06.rpak",1,true,""
78,29500,"settings/itemflav/weapon_skin/devotion/s04bp_rare_01.rpak",1,true,""
79,29500,"settings/itemflav/musicpack/s04bp_assimilation.rpak",1,true,""
80,29500,"settings/itemflav/gcard_frame/wattson/s04bp_epic_01.rpak",1,true,""
81,29500,"settings/itemflav/grx_currency/crafting.rpak",120,true,""
82,29500,"settings/itemflav/weapon_skin/g7/s04bp_rare_01.rpak",1,true,""
83,29500,"settings/itemflav/xp_boost/battlepass_season04.rpak",1,true,""
84,29500,"settings/itemflav/grx_currency/premium.rpak",100,true,""
85,29500,"settings/itemflav/weapon_charm/charm_apex_theme_v20_assim_nessie_robo01.rpak",1,true,""
86,29500,"settings/itemflav/weapon_skin/mozambique/s04bp_rare_01.rpak",1,true,""
87,29500,"settings/itemflav/grx_currency/premium.rpak",100,true,""
88,29500,"settings/itemflav/pack/cosmetic_rare.rpak",1,true,""
89,29500,"settings/itemflav/grx_currency/crafting.rpak",120,true,""
90,29500,"settings/itemflav/weapon_skin/wingman/s04bp_rare_01.rpak",1,true,""
91,29500,"settings/itemflav/grx_currency/crafting.rpak",120,true,""
92,29500,"settings/itemflav/skydive_emote/wraith/ninja.rpak",1,true,""
93,29500,"settings/itemflav/weapon_charm/charm_apex_theme_v20_assim_robo_generic01.rpak",1,true,""
94,29500,"settings/itemflav/weapon_skin/spitfire/s04bp_rare_01.rpak",1,true,""
95,29500,"settings/itemflav/loadscreen/s04bp_09.rpak",1,true,""
96,29500,"settings/itemflav/grx_currency/premium.rpak",100,true,""
97,29500,"settings/itemflav/weapon_skin/r97/s04bp_rare_01.rpak",1,true,""
98,29500,"settings/itemflav/weapon_skin/chargerifle/s04bp_epic_01.rpak",1,true,""
99,29500,"settings/itemflav/weapon_skin/flatline/s04bp_legendary_01.rpak",1,true,""
100,29500,"",0,false,""
101,29500,"",0,false,""
102,29500,"",0,false,""
103,29500,"",0,false,""
104,29500,"",0,false,""
105,29500,"",0,false,""
106,29500,"",0,false,""
107,29500,"",0,false,""
108,29500,"",0,false,""
109,29500,"settings/itemflav/gcard_badge/account/season04_bplevel.rpak",1,false,""
109,0,"settings/itemflav/weapon_skin/flatline/s04bp_legendary_02.rpak",1,true,""
"int","int","asset","int","bool","string"
