"cmd","args","speaker","emotion","text","direction"
"t","","octane","neutral","#MISSION_05_18","r"
"PLAYSOUND","SQ_S12_LoreText_Ch05_VO_08","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch05_VO_09 BOTTOM","","","",""
"b","","lifeline","neutral","#MISSION_05_19","l"
"","","","","",""
"t","","octane","neutral","#MISSION_05_20","r"
"PLAYSOUND","SQ_S12_LoreText_Ch05_Stinger_05 BOTTOM","","","",""
"b","","lifeline","surprised","#MISSION_05_21","l"
"","","","","",""
"t","","octane","fearful","#MISSION_05_22","r"
"PLAYSOUND","SQ_S12_LoreText_Ch05_VO_11 BOTTOM","","","",""
"b","","lifeline","neutral","#MISSION_05_23","l"
"","","","","",""
"t","","octane","happy","#MISSION_05_24","r"
"PLAYSOUND","SQ_S12_LoreText_Ch05_VO_12","","","",""
"b","","lifeline","neutral","#MISSION_05_25","l"
"","","","","",""
"t","","octane","surprised","#MISSION_05_26","r"
"MUSICTRACK","SQ_S12_LoreText_Ch05_Music_04","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch05_VO_13","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch05_Stinger_06","","","",""
"","","","","",""
"t","","octane","fearful","#MISSION_05_27","r"
"PLAYSOUND","SQ_S12_LoreText_Ch05_VO_14","","","",""
"","","","","",""
"c","","narrator","","#MISSION_05_28",""
"PLAYSOUND","SQ_S12_LoreText_Ch05_Stinger_07","","","",""
"","","","","",""
"t","","lifeline","neutral","#MISSION_05_29","r"
"PLAYSOUND","SQ_S12_LoreText_Ch05_VO_15","","","",""
"b","","octane","neutral","#MISSION_05_30","l"
"","","","","",""
"t","","lifeline","neutral","#MISSION_05_31","r"
"","","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch05_VO_16","","","",""
"t","","octane","sad","#MISSION_05_32","r"
"BACKGROUND","loadscreen_s07bp_09","","","",""
"","","","","",""
"c","","narrator","","#MISSION_05_33",""
"PLAYSOUND","SQ_S12_LoreText_Ch05_Stinger_08","","","",""
"BACKGROUND","loadscreen_s05bp_06","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch05_SFX_01_Octane_ll_Walk","","","",""
"AMBIENTTRACK","SQ_S12_LoreText_Ch05_AMB_SilvaRoom","","","",""
"","","","","",""
"t","","lifeline","happy","#MISSION_05_34","r"
"PLAYSOUND","SQ_S12_LoreText_Ch05_SFX_DOC_Drone","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch05_VO_17","","","",""
"","","","","",""
"t","","lifeline","neutral","#MISSION_05_35","r"
"","","","","",""
"c","","narrator","","#MISSION_05_36",""
"PLAYSOUND","SQ_S12_LoreText_Ch05_Stinger_09","","","",""
"","","","","",""
"t","","octane","neutral","#MISSION_05_37","r"
"PLAYSOUND","SQ_S12_LoreText_Ch05_SFX_Computer_PowerON","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch05_VO_18","","","",""
"","","","","",""
"t","","lifeline","angry","#MISSION_05_38","r"
"","","","","",""
"c","","narrator","","#MISSION_05_39",""
"PLAYSOUND","SQ_S12_LoreText_Ch05_SFX_Computer_Clicks_B","","","",""
"","","","","",""
"t","","lifeline","happy","#MISSION_05_40","r"
"PLAYSOUND","SQ_S12_LoreText_Ch05_SFX_SafeUnlock","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch05_VO_19","","","",""
"","","","","",""
"t","","lifeline","surprised","#MISSION_05_41","r"
"PLAYSOUND","SQ_S12_LoreText_Ch05_SFX_PaperShuffle_A","","","",""
"MUSICTRACK","SQ_S12_LoreText_Ch05_Music_05","","","",""
"","","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch05_SFX_Computer_Clicks_A","","","",""
"c","","narrator","","#MISSION_05_42",""
"","","","","",""
"t","","lifeline","surprised","#MISSION_05_43","r"
"PLAYSOUND","SQ_S12_LoreText_Ch05_SFX_PaperShuffle_C","","","",""
"","","","","",""
"t","","lifeline","surprised","#MISSION_05_44","r"
"PLAYSOUND","SQ_S12_LoreText_Ch05_Stinger_10","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch05_SFX_PaperShuffle_B","","","",""
"MUSICTRACK","SQ_S12_LoreText_Ch05_Music_06","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch05_VO_20","","","",""
"","","","","",""
"c","","narrator","","#MISSION_05_45",""
"PLAYSOUND","SQ_S12_LoreText_Ch05_SFX_Computer_VideoON","","","",""
"","","","","",""
"t","","lifeline","surprised","#MISSION_05_46","r"
"PLAYSOUND","SQ_S12_LoreText_Ch05_VO_29","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch05_VO_21 BOTTOM","","","",""
"b","","duardo","neutral","#MISSION_05_47","l"
"PLAYSOUND","SQ_S12_LoreText_Ch05_SFX_Computer_VideoIdle BOTTOM","","","",""
"","","","","",""
"t","","duardo","happy","#MISSION_05_48","r"
"PLAYSOUND","SQ_S12_LoreText_Ch05_VO_22","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch05_Stinger_11","","","",""
"","","","","",""
"t","","octane","surprised","#MISSION_05_49","r"
"PLAYSOUND","SQ_S12_LoreText_Ch05_VO_23","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch05_Stinger_12 BOTTOM","","","",""
"b","","lifeline","surprised","#MISSION_05_50","l"
"","","","","",""
"t","","lifeline","surprised","#MISSION_05_51","r"
"MUSICTRACK","SQ_S12_LoreText_Ch05_Music_07","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch05_VO_24","","","",""
"","","","","",""
"t","","duardo","happy","#MISSION_05_52","r"
"PLAYSOUND","SQ_S12_LoreText_Ch05_SFX_Computer_VideoIdle","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch05_VO_25","","","",""
"b","","lifeline","surprised","#MISSION_05_53","l"
"","","","","",""
"t","","octane","neutral","#MISSION_05_54","r"
"PLAYSOUND","SQ_S12_LoreText_Ch05_VO_26 BOTTOM","","","",""
"b","","duardo","happy","#MISSION_05_55","l"
"PLAYSOUND","SQ_S12_LoreText_Ch05_SFX_Computer_VideoIdle BOTTOM","","","",""
"","","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch05_SFX_Computer_Close","","","",""
"t","","lifeline","angry","#MISSION_05_56","r"
"PLAYSOUND","SQ_S12_LoreText_Ch05_VO_27","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch05_Stinger_13","","","",""
"","","","","",""
"c","","narrator","","#MISSION_05_57",""
"","","","","",""
"t","","octane","angry","#MISSION_05_58","r"
"PLAYSOUND","SQ_S12_LoreText_Ch05_Stinger_14","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch05_VO_28","","","",""
"b","","lifeline","surprised","#MISSION_05_59","l"
"","","","","",""
"c","","narrator","","#MISSION_05_60",""
"PLAYSOUND","SQ_S12_LoreText_Ch05_Stinger_15","","","",""
"","","","","",""
"c","","","","#MISSION_05_NEXT",""
"string","string","string","string","string","string"
