"cmd","args","speaker","emotion","text","direction"
"PLAYSOUND","SQ_S12_LoreText_Ch02_VO_16 BOTTOM","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch02_Stinger_06 BOTTOM","","","",""
"b","","octane","angry","#MISSION_02_21","l"
"","","","","",""
"t","","duardo","neutral","#MISSION_02_22","r"
"","","","","",""
"t","","duardo","neutral","#MISSION_02_23","r"
"PLAYSOUND","SQ_S12_LoreText_Ch02_VO_18","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch02_VO_19 BOTTOM","","","",""
"b","","octane","angry","#MISSION_02_24","l"
"","","","","",""
"t","","duardo","angry","#MISSION_02_25","r"
"PLAYSOUND","SQ_S12_LoreText_Ch02_Stinger_07","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch02_VO_21 BOTTOM","","","",""
"b","","octane","neutral","#MISSION_02_26","l"
"","","","","",""
"t","","octane","neutral","#MISSION_02_27","r"
"PLAYSOUND","SQ_S12_LoreText_Ch02_VO_23 BOTTOM","","","",""
"b","","duardo","happy","#MISSION_02_28","l"
"","","","","",""
"t","","octane","neutral","#MISSION_02_29","r"
"b","","duardo","neutral","#MISSION_02_30","l"
"","","","","",""
"t","","octane","happy","#MISSION_02_31","r"
"PLAYSOUND","SQ_S12_LoreText_Ch02_VO_26","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch02_Stinger_08 BOTTOM","","","",""
"b","","duardo","surprised","#MISSION_02_32","l"
"","","","","",""
"t","","duardo","angry","#MISSION_02_33","r"
"PLAYSOUND","SQ_S12_LoreText_Ch02_VO_28","","","",""
"","","","","",""
"c","","narrator","","#MISSION_02_34",""
"","","","","",""
"t","","octane","neutral","#MISSION_02_35","r"
"PLAYSOUND","SQ_S12_LoreText_Ch02_VO_29","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch02_VO_30 BOTTOM","","","",""
"b","","duardo","happy","#MISSION_02_36","l"
"","","","","",""
"t","","octane","angry","#MISSION_02_37","r"
"PLAYSOUND","SQ_S12_LoreText_Ch02_Stinger_09","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch02_VO_31","","","",""
"b","","duardo","neutral","#MISSION_02_38","l"
"","","","","",""
"t","","octane","fearful","#MISSION_02_39","r"
"","","","","",""
"c","","narrator","","#MISSION_02_40",""
"","","","","",""
"c","","narrator","","#MISSION_02_41",""
"","","","","",""
"t","","octane","neutral","#MISSION_02_42","r"
"PLAYSOUND","SQ_S12_LoreText_Ch02_Stinger_10","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch02_VO_34","","","",""
"","","","","",""
"c","","narrator","","#MISSION_02_43",""
"","","","","",""
"t","","octane","neutral","#MISSION_02_44","r"
"MUSICTRACK","SQ_S12_LoreText_Ch02_Music_04","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch02_VO_36 BOTTOM","","","",""
"b","","duardo","neutral","#MISSION_02_45","l"
"","","","","",""
"c","","narrator","","#MISSION_02_46",""
"","","","","",""
"t","","octane","sad","#MISSION_02_47","r"
"PLAYSOUND","SQ_S12_LoreText_Ch02_VO_37","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch02_VO_38 BOTTOM","","","",""
"b","","duardo","neutral","#MISSION_02_48","l"
"","","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch02_SFX_DuardoFootstepsExit","","","",""
"","","","","",""
"c","","narrator","","#MISSION_02_49",""
"","","","","",""
"c","","narrator","","#MISSION_02_50",""
"","","","","",""
"c","","narrator","","#MISSION_02_NEXT",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","6","","","",""
"string","string","string","string","string","string"
