"cmd","args","speaker","emotion","text","direction"
"b","","madmaggie","angry","#MISSION_03_11","l"
"","","","","",""
"t","","fuse","neutral","#MISSION_03_12","r"
"PLAYSOUND","SQ_S12_LoreText_Ch03_VO_13 BOTTOM","","","",""
"b","","lifeline","sad","#MISSION_03_13","l"
"","","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch03_SFX_07_Reload","","","",""
"","","","","",""
"t","","madmaggie","neutral","#MISSION_03_14","r"
"PLAYSOUND","SQ_S12_LoreText_Ch03_VO_15 BOTTOM","","","",""
"b","","fuse","happy","#MISSION_03_15","l"
"","","","","",""
"t","","madmaggie","neutral","#MISSION_03_16","r"
"b","","fuse","angry","#MISSION_03_17","l"
"","","","","",""
"t","","madmaggie","angry","#MISSION_03_18","r"
"PLAYSOUND","SQ_S12_LoreText_Ch03_VO_18","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch03_VO_19 BOTTOM","","","",""
"b","","fuse","sad","#MISSION_03_19","l"
"","","","","",""
"t","","madmaggie","sad","#MISSION_03_20","r"
"PLAYSOUND","SQ_S12_LoreText_Ch03_VO_20","","","",""
"b","","fuse","neutral","#MISSION_03_21","l"
"","","","","",""
"t","","fuse","neutral","#MISSION_03_22","r"
"PLAYSOUND","SQ_S12_LoreText_Ch03_VO_22","","","",""
"b","","madmaggie","angry","#MISSION_03_23","l"
"","","","","",""
"t","","madmaggie","neutral","#MISSION_03_24","r"
"MUSICTRACK","SQ_S12_LoreText_Ch03_Music_03","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch03_VO_25 BOTTOM","","","",""
"b","","lifeline","neutral","#MISSION_03_25","l"
"","","","","",""
"t","","madmaggie","neutral","#MISSION_03_26","r"
"PLAYSOUND","SQ_S12_LoreText_Ch03_VO_26","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch03_VO_27 BOTTOM","","","",""
"b","","lifeline","angry","#MISSION_03_27","l"
"","","","","",""
"t","","madmaggie","neutral","#MISSION_03_28","r"
"PLAYSOUND","SQ_S12_LoreText_Ch03_VO_28","","","",""
"","","","","",""
"t","","madmaggie","neutral","#MISSION_03_29","r"
"","","","","",""
"t","","madmaggie","neutral","#MISSION_03_30","r"
"","","","","",""
"t","","lifeline","sad","#MISSION_03_31","r"
"PLAYSOUND","SQ_S12_LoreText_Ch03_VO_31","","","",""
"b","","madmaggie","sad","#MISSION_03_32","l"
"","","","","",""
"t","","fuse","neutral","#MISSION_03_33","r"
"","","","","",""
"t","","fuse","sad","#MISSION_03_34","r"
"PLAYSOUND","SQ_S12_LoreText_Ch03_VO_34","","","",""
"","","","","",""
"t","","madmaggie","angry","#MISSION_03_35","r"
"PLAYSOUND","SQ_S12_LoreText_Ch03_VO_35","","","",""
"b","","fuse","neutral","#MISSION_03_36","l"
"","","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch03_SFX_08_DistantSpiders","","","",""
"AMBIENTTRACK","SQ_S12_LoreText_Ch03_AMB_SpidersAdvance","","","",""
"","","","","",""
"t","","lifeline","neutral","#MISSION_03_37","r"
"PLAYSOUND","SQ_S12_LoreText_Ch03_VO_37","","","",""
"MUSICTRACK","SQ_S12_LoreText_Ch03_Music_04","","","",""
"b","","madmaggie","angry","#MISSION_03_38","l"
"","","","","",""
"t","","madmaggie","angry","#MISSION_03_39","r"
"","","","","",""
"t","","madmaggie","angry","#MISSION_03_40","r"
"PLAYSOUND","SQ_S12_LoreText_Ch03_VO_40","","","",""
"","","","","",""
"t","","madmaggie","angry","#MISSION_03_41","r"
"PLAYSOUND","SQ_S12_LoreText_Ch03_VO_42 BOTTOM","","","",""
"b","","lifeline","surprised","#MISSION_03_42","l"
"","","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch03_SFX_09_SpidersClosingIn","","","",""
"AMBIENTTRACK","SQ_S12_LoreText_Ch03_AMB_SpidersClose","","","",""
"","","","","",""
"t","","fuse","angry","#MISSION_03_43","r"
"PLAYSOUND","SQ_S12_LoreText_Ch03_VO_43","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch03_VO_44 BOTTOM","","","",""
"b","","madmaggie","angry","#MISSION_03_44","l"
"","","","","",""
"t","","lifeline","neutral","#MISSION_03_45","r"
"PLAYSOUND","SQ_S12_LoreText_Ch03_VO_45","","","",""
"","","","","",""
"t","","lifeline","angry","#MISSION_03_46","r"
"PLAYSOUND","SQ_S12_LoreText_Ch03_VO_46","","","",""
"MUSICTRACK","SQ_S12_LoreText_Ch03_Music_05","","","",""
"","","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch03_SFX_10_LifelinePoppingSpiders","","","",""
"","","","","",""
"t","","fuse","surprised","#MISSION_03_47","r"
"PLAYSOUND","SQ_S12_LoreText_Ch03_VO_47","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch03_VO_48 BOTTOM","","","",""
"b","","madmaggie","surprised","#MISSION_03_48","l"
"","","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch03_SFX_11_MoreSpiderCarnage","","","",""
"","","","","",""
"t","","madmaggie","surprised","#MISSION_03_49","r"
"PLAYSOUND","SQ_S12_LoreText_Ch03_VO_49","","","",""
"b","","fuse","neutral","#MISSION_03_50","l"
"","","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch03_SFX_13_CombatInterrupted","","","",""
"","","","","",""
"t","","lifeline","surprised","#MISSION_03_51","r"
"PLAYSOUND","SQ_S12_LoreText_Ch03_VO_51","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch03_VO_52 BOTTOM","","","",""
"b","","fuse","surprised","#MISSION_03_52","l"
"","","","","",""
"t","","lifeline","surprised","#MISSION_03_53","r"
"PLAYSOUND","SQ_S12_LoreText_Ch03_VO_53","","","",""
"MUSICTRACK","SQ_S12_LoreText_Ch03_Music_06","","","",""
"","","","","",""
"t","","lifeline","sad","#MISSION_03_54","r"
"","","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch03_SFX_14_LifelineRunsAway","","","",""
"","","","","",""
"t","","fuse","surprised","#MISSION_03_55","r"
"PLAYSOUND","SQ_S12_LoreText_Ch03_VO_55","","","",""
"b","","madmaggie","angry","#MISSION_03_56","l"
"","","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch03_SFX_15_MaggieBigBlast","","","",""
"","","","","",""
"t","","madmaggie","sad","#MISSION_03_57","r"
"PLAYSOUND","SQ_S12_LoreText_Ch03_VO_57","","","",""
"","","","","",""
"c","","narrator","","#MISSION_03_NEXT",""
"string","string","string","string","string","string"
