"cmd","args","speaker","emotion","text","direction"
"PLAYSOUND","SQ_S14_LoreText_Ch02_VO_05 BOTTOM","","","",""
"b","","vantage","fearful","#S14_MISSION_02_22","l"
"","","","","",""
"t","","wattson","fearful","#S14_MISSION_02_23","r"
"PLAYSOUND","SQ_S14_LoreText_Ch02_VO_04","","","",""
"","","","","",""
"c","","narrator","","#S14_MISSION_02_24",""
"MUSICTRACK","SQ_S14_LoreText_Ch02_Music_02","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch02_ComputerPowerSwitch","","","",""
"","","","","",""
"c","","narrator","","#S14_MISSION_02_25",""
"","","","","",""
"t","","vantage","neutral","#S14_MISSION_02_26","r"
"","","","","",""
"t","","vantage","neutral","#S14_MISSION_02_27","r"
"","","","","",""
"t","","vantage","neutral","#S14_MISSION_02_28","r"
"","","","","",""
"c","","narrator","","#S14_MISSION_02_29",""
"","","","","",""
"t","","wattson","fearful","#S14_MISSION_02_30","r"
"PLAYSOUND","SQ_S14_LoreText_Ch02_VO_07","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch02_Stinger_03 BOTTOM","","","",""
"b","","vantage","fearful","#S14_MISSION_02_31","l"
"","","","","",""
"t","","vantage","neutral","#S14_MISSION_02_32","r"
"","","","","",""
"t","","vantage","neutral","#S14_MISSION_02_33","r"
"PLAYSOUND","SQ_S14_LoreText_Ch02_VO_14 BOTTOM","","","",""
"b","","wattson","surprised","#S14_MISSION_02_34","l"
"","","","","",""
"c","","narrator","","#S14_MISSION_02_35",""
"","","","","",""
"MUSICTRACK","SQ_S14_LoreText_Ch02_Music_03","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch02_ElectricalSurge","","","",""
"c","","narrator","","#S14_MISSION_02_36",""
"","","","","",""
"c","","narrator","","#S14_MISSION_02_37",""
"","","","","",""
"t","","vantage","surprised","#S14_MISSION_02_38","r"
"PLAYSOUND","SQ_S14_LoreText_Ch02_VO_10","","","",""
"","","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch02_ComputerSlammingDown","","","",""
"c","","narrator","","#S14_MISSION_02_39",""
"","","","","",""
"t","","wattson","surprised","#S14_MISSION_02_40","r"
"PLAYSOUND","SQ_S14_LoreText_Ch02_VO_09","","","",""
"b","","vantage","neutral","#S14_MISSION_02_41","l"
"","","","","",""
"c","","narrator","","#S14_MISSION_02_42",""
"","","","","",""
"t","","wattson","fearful","#S14_MISSION_02_43","r"
"PLAYSOUND","SQ_S14_LoreText_Ch02_Stinger_04","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch02_VO_11 BOTTOM","","","",""
"b","","vantage","happy","#S14_MISSION_02_44","l"
"","","","","",""
"t","","vantage","happy","#S14_MISSION_02_45","r"
"","","","","",""
"t","","wattson","fearful","#S14_MISSION_02_46","r"
"PLAYSOUND","SQ_S14_LoreText_Ch02_Stinger_05","","","",""
"","","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch02_WalksBackToWorkbench","","","",""
"c","","narrator","","#S14_MISSION_02_47",""
"","","","","",""
"MUSICTRACK","SQ_S14_LoreText_Ch02_Music_04","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch02_BriefcaseOpen","","","",""
"c","","narrator","","#S14_MISSION_02_48",""
"","","","","",""
"t","","wattson","fearful","#S14_MISSION_02_49","r"
"PLAYSOUND","SQ_S14_LoreText_Ch02_Stinger_06","","","",""
"b","","mila","neutral","#S14_MISSION_02_50","l"
"","","","","",""
"t","","wattson","neutral","#S14_MISSION_02_51","r"
"b","","mila","neutral","#S14_MISSION_02_52","l"
"","","","","",""
"t","","mila","neutral","#S14_MISSION_02_53","r"
"","","","","",""
"t","","mila","neutral","#S14_MISSION_02_54","r"
"PLAYSOUND","SQ_S14_LoreText_Ch02_VO_12 BOTTOM","","","",""
"b","","wattson","happy","#S14_MISSION_02_55","l"
"","","","","",""
"t","","mila","fearful","#S14_MISSION_02_56","r"
"PLAYSOUND","SQ_S14_LoreText_Ch02_VO_15","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch02_Stinger_07 BOTTOM","","","",""
"b","","wattson","fearful","#S14_MISSION_02_57","l"
"","","","","",""
"t","","mila","neutral","#S14_MISSION_02_58","r"
"","","","","",""
"t","","mila","fearful","#S14_MISSION_02_59","r"
"","","","","",""
"t","","wattson","fearful","#S14_MISSION_02_60","r"
"PLAYSOUND","SQ_S14_LoreText_Ch02_Stinger_09","","","",""
"b","","mila","neutral","#S14_MISSION_02_61","l"
"","","","","",""
"t","","mila","neutral","#S14_MISSION_02_62","r"
"","","","","",""
"t","","mila","neutral","#S14_MISSION_02_63","r"
"","","","","",""
"t","","mila","neutral","#S14_MISSION_02_64","r"
"b","","wattson","neutral","#S14_MISSION_02_65","l"
"","","","","",""
"t","","mila","neutral","#S14_MISSION_02_66","r"
"","","","","",""
"t","","mila","neutral","#S14_MISSION_02_67","r"
"","","","","",""
"t","","wattson","neutral","#S14_MISSION_02_68","r"
"PLAYSOUND","SQ_S14_LoreText_Ch02_Stinger_08 BOTTOM","","","",""
"b","","mila","fearful","#S14_MISSION_02_69","l"
"","","","","",""
"c","","narrator","","#S14_MISSION_02_70",""
"","","","","",""
"t","","mila","neutral","#S14_MISSION_02_71","r"
"PLAYSOUND","SQ_S14_LoreText_Ch02_VO_13 BOTTOM","","","",""
"b","","wattson","sad","#S14_MISSION_02_72","l"
"","","","","",""
"t","","wattson","sad","#S14_MISSION_02_73","r"
"b","","mila","happy","#S14_MISSION_02_74","l"
"","","","","",""
"c","","narrator","","#S14_MISSION_02_75",""
"","","","","",""
"t","","mila","neutral","#S14_MISSION_02_76","r"
"","","","","",""
"t","","mila","neutral","#S14_MISSION_02_77","r"
"","","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch02_ScreenFizzlesOut","","","",""
"c","","narrator","","#S14_MISSION_02_78",""
"","","","","",""
"c","","narrator","","#S14_MISSION_02_79",""
"","","","","",""
"c","","narrator","","#S14_MISSION_02_NEXT",""
"string","string","string","string","string","string"
