"cmd","args","speaker","emotion","text","direction"
"b","","octane","neutral","#MISSION_06_22","l"
"","","","","",""
"t","","lifeline","surprised","#MISSION_06_23","r"
"PLAYSOUND","SQ_S12_LoreText_Ch06_VO_09","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch06_Stinger_04","","","",""
"MUSICTRACK","SQ_S12_LoreText_Ch06_Music_03","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch06_VO_12 BOTTOM","","","",""
"b","","octane","neutral","#MISSION_06_24","l"
"","","","","",""
"t","","lifeline","angry","#MISSION_06_25","r"
"PLAYSOUND","SQ_S12_LoreText_Ch06_Stinger_05","","","",""
"b","","octane","neutral","#MISSION_06_26","l"
"","","","","",""
"t","","lifeline","sad","#MISSION_06_27","r"
"PLAYSOUND","SQ_S12_LoreText_Ch06_VO_14","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch06_Stinger_06 BOTTOM","","","",""
"b","","octane","angry","#MISSION_06_28","l"
"","","","","",""
"t","","lifeline","angry","#MISSION_06_29","r"
"PLAYSOUND","SQ_S12_LoreText_Ch06_VO_13","","","",""
"MUSICTRACK","SQ_S12_LoreText_Ch06_Music_04","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch06_VO_15 BOTTOM","","","",""
"b","","octane","angry","#MISSION_06_30","l"
"","","","","",""
"t","","octane","angry","#MISSION_06_31","r"
"","","","","",""
"t","","lifeline","angry","#MISSION_06_32","r"
"PLAYSOUND","SQ_S12_LoreText_Ch06_VO_16","","","",""
"b","","octane","neutral","#MISSION_06_33","l"
"","","","","",""
"t","","octane","angry","#MISSION_06_34","r"
"PLAYSOUND","SQ_S12_LoreText_Ch06_VO_21","","","",""
"","","","","",""
"t","","octane","sad","#MISSION_06_35","r"
"PLAYSOUND","SQ_S12_LoreText_Ch06_Stinger_07","","","",""
"MUSICTRACK","SQ_S12_LoreText_Ch06_Music_05","","","",""
"","","","","",""
"t","","octane","sad","#MISSION_06_36","r"
"PLAYSOUND","SQ_S12_LoreText_Ch06_VO_17","","","",""
"","","","","",""
"t","","lifeline","angry","#MISSION_06_37","r"
"PLAYSOUND","SQ_S12_LoreText_Ch06_Stinger_08","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch06_VO_18","","","",""
"b","","octane","angry","#MISSION_06_38","l"
"","","","","",""
"t","","lifeline","angry","#MISSION_06_39","r"
"","","","","",""
"t","","lifeline","angry","#MISSION_06_40","r"
"PLAYSOUND","SQ_S12_LoreText_Ch06_VO_19","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch06_Stinger_09","","","",""
"","","","","",""
"t","","octane","surprised","#MISSION_06_41","r"
"PLAYSOUND","SQ_S12_LoreText_Ch06_VO_20 BOTTOM","","","",""
"b","","lifeline","angry","#MISSION_06_42","l"
"","","","","",""
"t","","octane","angry","#MISSION_06_43","r"
"PLAYSOUND","SQ_S12_LoreText_Ch06_VO_27","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch06_Stinger_10","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch06_VO_22 BOTTOM","","","",""
"b","","lifeline","surprised","#MISSION_06_44","l"
"","","","","",""
"t","","octane","sad","#MISSION_06_45","r"
"PLAYSOUND","SQ_S12_LoreText_Ch06_VO_26 BOTTOM","","","",""
"b","","lifeline","angry","#MISSION_06_46","l"
"","","","","",""
"t","","lifeline","angry","#MISSION_06_47","r"
"","","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch06_SFX_OctaneStim_PaperGrab","","","",""
"t","","lifeline","surprised","#MISSION_06_48","r"
"PLAYSOUND","SQ_S12_LoreText_Ch06_VO_23","","","",""
"","","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch06_SFX_PaperOnFire","","","",""
"t","","lifeline","angry","#MISSION_06_49","r"
"","","","","",""
"t","","lifeline","angry","#MISSION_06_50","r"
"PLAYSOUND","SQ_S12_LoreText_Ch06_Stinger_11","","","",""
"","","","","",""
"t","","lifeline","sad","#MISSION_06_51","r"
"PLAYSOUND","SQ_S12_LoreText_Ch06_VO_24","","","",""
"b","","octane","angry","#MISSION_06_52","l"
"","","","","",""
"t","","octane","angry","#MISSION_06_53","r"
"PLAYSOUND","SQ_S12_LoreText_Ch06_VO_25","","","",""
"","","","","",""
"c","","","","#MISSION_06_NEXT",""
"string","string","string","string","string","string"
