"cmd","args","speaker","emotion","text","direction"
"MUSICTRACK","SQ_S14_LoreText_Ch01_Music_02","","","",""
"","","","","",""
"t","","mirage","fearful","#S14_MISSION_01_14","r"
"PLAYSOUND","SQ_S14_LoreText_Ch01_Stinger_02","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch01_VO_16","","","",""
"b","","vantage","neutral","#S14_MISSION_01_15","l"
"","","","","",""
"t","","mirage","neutral","#S14_MISSION_01_16","r"
"b","","vantage","neutral","#S14_MISSION_01_17","l"
"","","","","",""
"t","","vantage","happy","#S14_MISSION_01_18","r"
"PLAYSOUND","SQ_S14_LoreText_Ch01_Stinger_04","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch01_VO_11","","","",""
"b","","mirage","surprised","#S14_MISSION_01_19","l"
"PLAYSOUND","SQ_S14_LoreText_Ch01_Stinger_20 BOTTOM","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch01_VO_17 BOTTOM","","","",""
"","","","","",""
"t","","mirage","angry","#S14_MISSION_01_20","r"
"PLAYSOUND","SQ_S14_LoreText_Ch01_Stinger_05","","","",""
"b","","vantage","neutral","#S14_MISSION_01_21","l"
"","","","","",""
"t","","mirage","surprised","#S14_MISSION_01_22","r"
"PLAYSOUND","SQ_S14_LoreText_Ch01_Stinger_06","","","",""
"","","","","",""
"b","","vantage","happy","#S14_MISSION_01_23","l"
"PLAYSOUND","SQ_S14_LoreText_Ch01_VO_12 BOTTOM","","","",""
"","","","","",""
"t","","mirage","neutral","#S14_MISSION_01_24","r"
"b","","vantage","neutral","#S14_MISSION_01_25","l"
"","","","","",""
"t","","mirage","surprised","#S14_MISSION_01_26","r"
"","","","","",""
"t","","mirage","sad","#S14_MISSION_01_27","r"
"PLAYSOUND","SQ_S14_LoreText_Ch01_VO_03","","","",""
"b","","vantage","happy","#S14_MISSION_01_28","l"
"PLAYSOUND","SQ_S14_LoreText_Ch01_Stinger_07 BOTTOM","","","",""
"","","","","",""
"t","","vantage","happy","#S14_MISSION_01_29","r"
"PLAYSOUND","SQ_S14_LoreText_Ch01_VO_04 BOTTOM","","","",""
"b","","mirage","surprised","#S14_MISSION_01_30","l"
"","","","","",""
"t","","vantage","neutral","#S14_MISSION_01_31","r"
"","","","","",""
"t","","vantage","surprised","#S14_MISSION_01_32","r"
"PLAYSOUND","SQ_S14_LoreText_Ch01_Stinger_08","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch01_VO_13","","","",""
"","","","","",""
"t","","vantage","happy","#S14_MISSION_01_33","r"
"","","","","",""
"t","","mirage","neutral","#S14_MISSION_01_34","r"
"","","","","",""
"t","","mirage","neutral","#S14_MISSION_01_35","r"
"","","","","",""
"t","","mirage","neutral","#S14_MISSION_01_36","r"
"PLAYSOUND","SQ_S14_LoreText_Ch01_Stinger_09 BOTTOM","","","",""
"b","","vantage","happy","#S14_MISSION_01_37","l"
"","","","","",""
"t","","mirage","sad","#S14_MISSION_01_38","r"
"PLAYSOUND","SQ_S14_LoreText_Ch01_Stinger_10","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch01_VO_08","","","",""
"","","","","",""
"t","","mirage","neutral","#S14_MISSION_01_39","r"
"","","","","",""
"t","","mirage","neutral","#S14_MISSION_01_40","r"
"","","","","",""
"t","","mirage","neutral","#S14_MISSION_01_41","r"
"PLAYSOUND","SQ_S14_LoreText_Ch01_Stinger_11 BOTTOM","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch01_VO_14 BOTTOM","","","",""
"b","","vantage","happy","#S14_MISSION_01_42","l"
"","","","","",""
"t","","mirage","surprised","#S14_MISSION_01_43","r"
"PLAYSOUND","SQ_S14_LoreText_Ch01_Stinger_12","","","",""
"","","","","",""
"t","","mirage","neutral","#S14_MISSION_01_44","r"
"b","","vantage","neutral","#S14_MISSION_01_45","l"
"","","","","",""
"t","","mirage","neutral","#S14_MISSION_01_46","r"
"","","","","",""
"t","","mirage","happy","#S14_MISSION_01_47","r"
"PLAYSOUND","SQ_S14_LoreText_Ch01_Stinger_13","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch01_VO_07","","","",""
"b","","vantage","happy","#S14_MISSION_01_48","l"
"","","","","",""
"t","","mirage","angry","#S14_MISSION_01_49","r"
"PLAYSOUND","SQ_S14_LoreText_Ch01_VO_01","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch01_Stinger_14","","","",""
"","","","","",""
"t","","mirage","angry","#S14_MISSION_01_50","r"
"PLAYSOUND","SQ_S14_LoreText_Ch01_Stinger_15","","","",""
"MUSICTRACK","SQ_S14_LoreText_Ch01_Music_03","","","",""
"","","","","",""
"t","","mirage","sad","#S14_MISSION_01_51","r"
"PLAYSOUND","SQ_S14_LoreText_Ch01_Stinger_16","","","",""
"b","","vantage","happy","#S14_MISSION_01_52","l"
"PLAYSOUND","SQ_S14_LoreText_Ch01_SFX_VantageWalksAway BOTTOM","","","",""
"","","","","",""
"t","","vantage","happy","#S14_MISSION_01_53","r"
"PLAYSOUND","SQ_S14_LoreText_Ch01_VO_21","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch01_SFX_VantageExitDoor_02","","","",""
"b","","mirage","angry","#S14_MISSION_01_54","l"
"","","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch01_SFX_VantageExitDoor_03","","","",""
"t","","mirage","sad","#S14_MISSION_01_55","r"
"PLAYSOUND","SQ_S14_LoreText_Ch01_VO_22","","","",""
"","","","","",""
"PLAYSOUND","SQ_S14_LoreText_Ch01_SFX_MirageDupeHologram","","","",""
"t","","mirage","angry","#S14_MISSION_01_56","r"
"PLAYSOUND","SQ_S14_LoreText_Ch01_VO_06","","","",""
"","","","","",""
"c","","narrator","","#S14_MISSION_01_NEXT",""
"string","string","string","string","string","string"
