"cmd","args","speaker","emotion","text","direction"
"t","","duardo","neutral","#MISSION_04_18","r"
"","","","","",""
"c","","narrator","","#MISSION_04_19",""
"","","","","",""
"t","","octane","neutral","#MISSION_04_20","r"
"PLAYSOUND","SQ_S12_LoreText_Ch04_VO_10","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch04_VO_11 BOTTOM","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch04_Stinger_03","","","",""
"b","","duardo","neutral","#MISSION_04_21","l"
"","","","","",""
"c","","narrator","","#MISSION_04_22",""
"","","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch04_SFX_05_ComputerBeep_02","","","",""
"","","","","",""
"t","","octane","fearful","#MISSION_04_23","r"
"PLAYSOUND","SQ_S12_LoreText_Ch04_VO_12","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch04_VO_13 BOTTOM","","","",""
"b","","duardo","neutral","#MISSION_04_24","l"
"","","","","",""
"c","","narrator","","#MISSION_04_25",""
"PLAYSOUND","SQ_S12_LoreText_Ch04_SFX_06_ComputerBeep_03","","","",""
"","","","","",""
"t","","octane","surprised","#MISSION_04_26","r"
"PLAYSOUND","SQ_S12_LoreText_Ch04_VO_14","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch04_Stinger_04","","","",""
"b","","duardo","angry","#MISSION_04_27","l"
"","","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch04_SFX_06_ComputerBeep_04","","","",""
"","","","","",""
"t","","octane","surprised","#MISSION_04_28","r"
"PLAYSOUND","SQ_S12_LoreText_Ch04_VO_16","","","",""
"","","","","",""
"t","","octane","surprised","#MISSION_04_29","r"
"PLAYSOUND","SQ_S12_LoreText_Ch04_VO_17","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch04_Stinger_05","","","",""
"MUSICTRACK","SQ_S12_LoreText_Ch04_Music_03","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch04_VO_18 BOTTOM","","","",""
"b","","duardo","neutral","#MISSION_04_30","l"
"","","","","",""
"t","","duardo","neutral","#MISSION_04_31","r"
"PLAYSOUND","SQ_S12_LoreText_Ch04_VO_20 BOTTOM","","","",""
"b","","octane","neutral","#MISSION_04_32","l"
"","","","","",""
"t","","duardo","neutral","#MISSION_04_33","r"
"PLAYSOUND","SQ_S12_LoreText_Ch04_VO_21","","","",""
"","","","","",""
"t","","duardo","neutral","#MISSION_04_34","r"
"PLAYSOUND","SQ_S12_LoreText_Ch04_VO_22","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch04_Stinger_06","","","",""
"b","","octane","fearful","#MISSION_04_35","l"
"","","","","",""
"t","","duardo","neutral","#MISSION_04_36","r"
"PLAYSOUND","SQ_S12_LoreText_Ch04_VO_25 BOTTOM","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch04_Stinger_07 BOTTOM","","","",""
"b","","octane","neutral","#MISSION_04_37","l"
"","","","","",""
"t","","duardo","neutral","#MISSION_04_38","r"
"PLAYSOUND","SQ_S12_LoreText_Ch04_VO_26","","","",""
"","","","","",""
"c","","narrator","","#MISSION_04_39",""
"","","","","",""
"t","","octane","angry","#MISSION_04_40","r"
"PLAYSOUND","SQ_S12_LoreText_Ch04_VO_27","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch04_Stinger_08 BOTTOM","","","",""
"b","","duardo","angry","#MISSION_04_41","l"
"","","","","",""
"t","","octane","angry","#MISSION_04_42","r"
"PLAYSOUND","SQ_S12_LoreText_Ch04_VO_30 BOTTOM","","","",""
"b","","duardo","sad","#MISSION_04_43","l"
"","","","","",""
"t","","octane","neutral","#MISSION_04_44","r"
"PLAYSOUND","SQ_S12_LoreText_Ch04_VO_31","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch04_Stinger_09 BOTTOM","","","",""
"b","","duardo","angry","#MISSION_04_45","l"
"","","","","",""
"t","","octane","happy","#MISSION_04_46","r"
"PLAYSOUND","SQ_S12_LoreText_Ch04_VO_33","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch04_Stinger_10 BOTTOM","","","",""
"b","","duardo","happy","#MISSION_04_47","l"
"","","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch04_SFX_07_DoorKnock_01","","","",""
"","","","","",""
"t","","duardo","surprised","#MISSION_04_48","r"
"PLAYSOUND","SQ_S12_LoreText_Ch04_VO_35","","","",""
"MUSICTRACK","SQ_S12_LoreText_Ch04_Music_04","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch04_SFX_08_DoorKnock_02","","","",""
"b","","octane","neutral","#MISSION_04_49","l"
"","","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch04_SFX_09_DoorOpens","","","",""
"","","","","",""
"t","","octane","happy","#MISSION_04_50","r"
"PLAYSOUND","SQ_S12_LoreText_Ch04_VO_37","","","",""
"","","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch04_SFX_10_DoorCloses","","","",""
"","","","","",""
"t","","duardo","surprised","#MISSION_04_51","r"
"PLAYSOUND","SQ_S12_LoreText_Ch04_VO_39 BOTTOM","","","",""
"b","","octane","happy","#MISSION_04_52","l"
"","","","","",""
"t","","duardo","happy","#MISSION_04_53","r"
"PLAYSOUND","SQ_S12_LoreText_Ch04_VO_40","","","",""
"","","","","",""
"PLAYSOUND","SQ_S12_LoreText_Ch04_SFX_11_PhoneClicks","","","",""
"","","","","",""
"t","","octane","surprised","#MISSION_04_54","r"
"","","","","",""
"c","","narrator","","#MISSION_04_55",""
"","","","","",""
"c","","narrator","","#MISSION_04_56",""
"","","","","",""
"c","","narrator","","#MISSION_04_57",""
"","","","","",""
"c","","narrator","","#MISSION_04_58",""
"","","","","",""
"c","","narrator","","#MISSION_04_NEXT",""
"string","string","string","string","string","string"
