"cmd","args","speaker","emotion","text","direction"
"PLAYSOUND","SQ_S13_LoreText_Ch07_VO_07","","","",""
"t","","wraith","surprised","#MISSION_07_22","r"
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch07_Stinger_02","","","",""
"c","","narrator","","#MISSION_07_23",""
"","","","","",""
"c","","narrator","","#MISSION_07_24",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch07_Stinger_03","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch07_VO_08","","","",""
"t","","bangalore","surprised","#MISSION_07_25","r"
"b","","wraith","surprised","#MISSION_07_26","l"
"","","","","",""
"c","","narrator","","#MISSION_07_27",""
"","","","","",""
"c","","narrator","","#MISSION_07_28",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch07_VO_03","","","",""
"t","","lamont","happy","#MISSION_07_29","r"
"","","","","",""
"c","","narrator","","#MISSION_07_30",""
"","","","","",""
"c","","narrator","","#MISSION_07_31",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch07_Stinger_04","","","",""
"t","","wraith","neutral","#MISSION_07_32","r"
"","","","","",""
"c","","narrator","","#MISSION_07_33",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch07_SFX_TeenLaugh","","","",""
"c","","narrator","","#MISSION_07_34",""
"","","","","",""
"c","","narrator","","#MISSION_07_35",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch07_Stinger_05","","","",""
"c","","narrator","","#MISSION_07_36",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch07_VO_09","","","",""
"t","","wraith","sad","#MISSION_07_37","r"
"","","","","",""
"c","","narrator","","#MISSION_07_38",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch07_Stinger_06","","","",""
"AMBIENTTRACK","SQ_S13_LoreText_Ch07_AMB_Backyard_Party_Silence","","","",""
"MUSICTRACK","SQ_S13_LoreText_Ch07_Music_03","","","",""
"t","","partygoer","","#MISSION_07_39",""
"","","","","",""
"c","","narrator","","#MISSION_07_40",""
"","","","","",""
"t","","partygoer","","#MISSION_07_41",""
"","","","","",""
"c","","narrator","","#MISSION_07_42",""
"","","","","",""
"t","","wraith","neutral","#MISSION_07_43","r"
"","","","","",""
"c","","narrator","","#MISSION_07_44",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch07_Stinger_07","","","",""
"c","","narrator","","#MISSION_07_45",""
"","","","","",""
"c","","narrator","","#MISSION_07_46",""
"","","","","",""
"c","","narrator","","#MISSION_07_47",""
"","","","","",""
"t","","wraith","neutral","#MISSION_07_48","r"
"b","","bangalore","sad","#MISSION_07_49","l"
"PLAYSOUND","SQ_S13_LoreText_Ch07_VO_10 BOTTOM","","","",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch07_SFX_WraithChaseBangalore","","","",""
"t","","wraith","sad","#MISSION_07_50","r"
"b","","bangalore","sad","#MISSION_07_51","l"
"PLAYSOUND","SQ_S13_LoreText_Ch07_VO_04 BOTTOM","","","",""
"","","","","",""
"PLAYSOUND","SQ_S13_LoreText_Ch07_VO_11","","","",""
"t","","wraith","sad","#MISSION_07_52","r"
"b","","bangalore","neutral","#MISSION_07_53","l"
"","","","","",""
"c","","narrator","","#MISSION_07_54",""
"","","","","",""
"c","","narrator","","#MISSION_07_55",""
"","","","","",""
"c","","narrator","","#MISSION_07_NEXT",""
"string","string","string","string","string","string"
