"cmd","args","speaker","emotion","text","direction"
"t","","seer","angry","#S15_MISSION_02_20","r"
"","","","","",""
"t","","seer","angry","#S15_MISSION_02_21","r"
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch02_VO_08","","","",""
"t","","seer","angry","#S15_MISSION_02_22","r"
"","","","","",""
"t","","seer","neutral","#S15_MISSION_02_23","r"
"","","","","",""
"t","","octane","neutral","#S15_MISSION_02_24","r"
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch02_SFX_Dialing","","","",""
"t","","octane","neutral","#S15_MISSION_02_25","r"
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch02_VO_09","","","",""
"MUSICTRACK","SQ_S15_LoreText_Ch02_Music_02","","","",""
"t","","octane","happy","#S15_MISSION_02_26","r"
"","","","","",""
"t","","octane","happy","#S15_MISSION_02_27","r"
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch02_VO_10","","","",""
"t","","seer","surprised","#S15_MISSION_02_28","r"
"b","","octane","happy","#S15_MISSION_02_29","l"
"PLAYSOUND","SQ_S15_LoreText_Ch02_VO_11 BOTTOM","","","",""
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch02_SFX_PhoneRing","","","",""
"t","","seer","angry","#S15_MISSION_02_30","r"
"b","","octane","happy","#S15_MISSION_02_31","l"
"PLAYSOUND","SQ_S15_LoreText_Ch02_VO_12 BOTTOM","","","",""
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch02_SFX_PhoneRing","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch02_VO_20","","","",""
"t","","seer","angry","#S15_MISSION_02_32","r"
"BACKGROUND","SAID00624750742","","","",""
"","","","","",""
"BACKGROUND","SAID00261674688","","","",""
"","","","","",""
"AMBIENTTRACK","SQ_S15_LoreText_Ch02_AMB_ProductionYard","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch02_SFX_LimoFlyBy","","","",""
"MUSICTRACK","SQ_S15_LoreText_Ch02_Music_03","","","",""
"","","","","",""
"c","","narrator","","#S15_MISSION_02_33",""
"","","","","",""
"c","","narrator","","#S15_MISSION_02_34",""
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch02_SFX_LimoStop","","","",""
"","","","","",""
"AMBIENTTRACK","SQ_S15_LoreText_Ch02_AMB_Construction","","","",""
"c","","narrator","","#S15_MISSION_02_35",""
"","","","","",""
"c","","narrator","","#S15_MISSION_02_36",""
"","","","","",""
"t","","octane","surprised","#S15_MISSION_02_37","r"
"b","","seer","neutral","#S15_MISSION_02_38","l"
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch02_VO_13","","","",""
"t","","duardo","happy","#S15_MISSION_02_39","r"
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch02_Stinger_03","","","",""
"c","","narrator","","#S15_MISSION_02_40",""
"","","","","",""
"t","","duardo","happy","#S15_MISSION_02_41","r"
"b","","seer","angry","#S15_MISSION_02_42","l"
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch02_VO_14","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch02_Stinger_15","","","",""
"t","","seer","angry","#S15_MISSION_02_43","r"
"b","","duardo","happy","#S15_MISSION_02_44","l"
"PLAYSOUND","SQ_S15_LoreText_Ch02_VO_15 BOTTOM","","","",""
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch02_Stinger_02","","","",""
"c","","narrator","","#S15_MISSION_02_45",""
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch02_Stinger_04","","","",""
"t","","duardo","neutral","#S15_MISSION_02_46","r"
"b","","seer","angry","#S15_MISSION_02_47","l"
"PLAYSOUND","SQ_S15_LoreText_Ch02_VO_16 BOTTOM","","","",""
"","","","","",""
"t","","duardo","happy","#S15_MISSION_02_48","r"
"b","","seer","angry","#S15_MISSION_02_49","l"
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch02_VO_17","","","",""
"t","","seer","angry","#S15_MISSION_02_50","r"
"b","","duardo","neutral","#S15_MISSION_02_51","l"
"","","","","",""
"t","","duardo","neutral","#S15_MISSION_02_52","r"
"b","","seer","surprised","#S15_MISSION_02_53","l"
"PLAYSOUND","SQ_S15_LoreText_Ch02_VO_21 BOTTOM","","","",""
"","","","","",""
"t","","duardo","neutral","#S15_MISSION_02_54","r"
"b","","seer","angry","#S15_MISSION_02_55","l"
"","","","","",""
"t","","duardo","neutral","#S15_MISSION_02_56","r"
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch02_Stinger_05","","","",""
"t","","duardo","happy","#S15_MISSION_02_57","r"
"","","","","",""
"c","","narrator","","#S15_MISSION_02_58",""
"","","","","",""
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch02_VO_22","","","",""
"t","","seer","angry","#S15_MISSION_02_59","r"
"b","","duardo","happy","#S15_MISSION_02_60","l"
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch02_VO_18","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch02_Stinger_10","","","",""
"t","","duardo","happy","#S15_MISSION_02_61","r"
"","","","","",""
"t","","seer","surprised","#S15_MISSION_02_62","r"
"","","","","",""
"t","","seer","angry","#S15_MISSION_02_63","r"
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch02_Stinger_14","","","",""
"t","","seer","angry","#S15_MISSION_02_64","r"
"","","","","",""
"t","","duardo","neutral","#S15_MISSION_02_65","r"
"b","","seer","angry","#S15_MISSION_02_66","l"
"PLAYSOUND","SQ_S15_LoreText_Ch02_Stinger_07 BOTTOM","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch02_VO_19 BOTTOM","","","",""
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch02_VO_02","","","",""
"","","","","",""
"t","","duardo","happy","#S15_MISSION_02_67","r"
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch02_SFX_LimoStopIdle","","","",""
"c","","narrator","","#S15_MISSION_02_68",""
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch02_Stinger_08","","","",""
"c","","narrator","","#S15_MISSION_02_69",""
"","","","","",""
"t","","seer","angry","#S15_MISSION_02_70","r"
"","","","","",""
"c","","narrator","","#S15_MISSION_02_71",""
"","","","","",""
"t","","duardo","neutral","#S15_MISSION_02_72","r"
"","","","","",""
"PLAYSOUND","SQ_S15_LoreText_Ch02_Stinger_09","","","",""
"MUSICTRACK","SQ_S15_LoreText_Ch02_Music_04","","","",""
"t","","duardo","neutral","#S15_MISSION_02_73","r"
"","","","","",""
"c","","narrator","","#S15_MISSION_02_NEXT",""
"string","string","string","string","string","string"
